frame,time_sec,fhi,class_dominant,n_dets,source_dominant
74,2.433,79.25472411677191,Lush Green,12,hsv-primary
76,2.5,81.18830688174035,Lush Green,7,hsv-primary
78,2.567,80.65181481721824,Lush Green,9,hsv-primary
80,2.633,82.31627037205277,Lush Green,8,hsv-primary
82,2.7,81.80138926043693,Lush Green,10,hsv-primary
84,2.767,81.65097248230585,Lush Green,9,hsv-primary
86,2.833,81.6656807376141,Lush Green,9,hsv-primary
88,2.9,81.85597651632986,Lush Green,10,hsv-primary
90,2.967,81.9891835614309,Lush Green,10,hsv-primary
92,3.033,81.96242849300162,Lush Green,10,hsv-primary
94,3.1,81.76369994510112,Lush Green,10,hsv-primary
96,3.167,81.71458996157078,Lush Green,9,hsv-primary
98,3.233,81.62021297309954,Lush Green,10,hsv-primary
100,3.3,82.75414908116967,Lush Green,10,hsv-primary
102,3.367,83.87790435681876,Lush Green,11,hsv-primary
104,3.433,84.39453304977313,Lush Green,10,hsv-primary
106,3.5,84.51617313484118,Lush Green,11,hsv-primary
108,3.567,84.75132119438882,Lush Green,9,hsv-primary
110,3.633,84.88592483607216,Lush Green,9,hsv-primary
112,3.7,85.7901473852505,Lush Green,9,hsv-primary
114,3.767,82.07310316967535,Lush Green,9,hsv-primary
116,3.833,83.04117221877274,Lush Green,8,hsv-primary
118,3.9,79.87882055314091,Lush Green,11,hsv-primary
120,3.967,77.27517438719863,Lush Green,11,hsv-primary
122,4.033,75.12262207103903,Lush Green,10,hsv-primary
124,4.1,73.37583544972732,Lush Green,10,hsv-primary
126,4.167,73.17308481480912,Lush Green,9,hsv-primary
128,4.233,73.33115937036638,Lush Green,10,hsv-primary
130,4.3,73.29181155925647,Lush Green,9,hsv-primary
132,4.367,73.05426809147953,Lush Green,8,hsv-primary
134,4.433,75.61798766403567,Lush Green,10,hsv-primary
136,4.5,76.93259136482496,Lush Green,10,hsv-primary
138,4.567,76.14281395537748,Lush Green,14,hsv-primary
140,4.633,72.22996976876422,Lush Green,14,hsv-primary
142,4.7,72.37097883813495,Lush Green,13,hsv-primary
144,4.767,65.14968518669446,Drought / Severe Stress,11,hsv-primary
146,4.833,59.73477963068612,Drought / Severe Stress,11,hsv-primary
148,4.9,55.58434574148028,Drought / Severe Stress,11,hsv-primary
150,4.967,52.70904201903619,Drought / Severe Stress,12,hsv-primary
152,5.033,50.276329413325335,Drought / Severe Stress,10,hsv-primary
154,5.1,49.02343058932773,Drought / Severe Stress,15,hsv-primary
156,5.167,47.936401412529406,Drought / Severe Stress,12,hsv-primary
158,5.233,46.78548098877059,Drought / Severe Stress,12,hsv-primary
160,5.3,49.54983669213941,Drought / Severe Stress,16,hsv-primary
162,5.367,47.58488568449758,Drought / Severe Stress,11,hsv-primary
164,5.433,49.6894199791483,Drought / Severe Stress,14,hsv-primary
166,5.5,51.31259398540381,Drought / Severe Stress,13,hsv-primary
168,5.567,49.11881578978266,Drought / Severe Stress,12,hsv-primary
170,5.633,47.673171052847856,Drought / Severe Stress,12,hsv-primary
172,5.7,47.951219736993494,Drought / Severe Stress,10,hsv-primary
174,5.767,51.415853815895446,Drought / Severe Stress,12,hsv-primary
176,5.833,51.50109767112681,Drought / Severe Stress,11,hsv-primary
178,5.9,54.56076836978876,Drought / Severe Stress,14,hsv-primary
180,5.967,56.79253785885213,Drought / Severe Stress,13,hsv-primary
182,6.033,54.874776501196486,Drought / Severe Stress,9,hsv-primary
184,6.1,53.80234355083754,Drought / Severe Stress,12,hsv-primary
186,6.167,52.57164048558627,Drought / Severe Stress,10,hsv-primary
188,6.233,54.32014833991039,Drought / Severe Stress,12,hsv-primary
190,6.3,55.45410383793727,Drought / Severe Stress,13,hsv-primary
192,6.367,56.187872686556084,Drought / Severe Stress,13,hsv-primary
194,6.433,56.341510880589254,Drought / Severe Stress,15,hsv-primary
196,6.5,56.38905761641247,Drought / Severe Stress,12,hsv-primary
198,6.567,56.362340331488724,Drought / Severe Stress,9,hsv-primary
200,6.633,56.1336382320421,Drought / Severe Stress,14,hsv-primary
202,6.7,54.29354676242947,Drought / Severe Stress,13,hsv-primary
204,6.767,52.49548273370063,Drought / Severe Stress,14,hsv-primary
206,6.833,51.50683791359043,Drought / Severe Stress,14,hsv-primary
208,6.9,53.06478653951331,Drought / Severe Stress,15,hsv-primary
210,6.967,51.87535057765932,Drought / Severe Stress,13,hsv-primary
212,7.033,50.83274540436152,Drought / Severe Stress,12,hsv-primary
214,7.1,50.312921783053056,Drought / Severe Stress,11,hsv-primary
216,7.167,49.76904524813713,Drought / Severe Stress,11,hsv-primary
218,7.233,51.66833167369599,Drought / Severe Stress,12,hsv-primary
220,7.3,51.19783217158719,Drought / Severe Stress,14,hsv-primary
222,7.367,50.59848252011103,Drought / Severe Stress,14,hsv-primary
224,7.433,51.58893776407771,Drought / Severe Stress,13,hsv-primary
226,7.5,52.70225643485439,Drought / Severe Stress,14,hsv-primary
228,7.567,53.72157950439807,Drought / Severe Stress,14,hsv-primary
230,7.633,50.41510565307865,Drought / Severe Stress,8,hsv-primary
232,7.7,48.88057395715505,Drought / Severe Stress,10,hsv-primary
234,7.767,50.11640177000853,Drought / Severe Stress,10,hsv-primary
236,7.833,48.94148123900597,Drought / Severe Stress,10,hsv-primary
238,7.9,50.219036867304176,Drought / Severe Stress,11,hsv-primary
240,7.967,50.99332580711292,Drought / Severe Stress,10,hsv-primary
242,8.033,51.745328064979034,Drought / Severe Stress,13,hsv-primary
244,8.1,52.21172964548532,Drought / Severe Stress,12,hsv-primary
246,8.167,52.62821075183972,Drought / Severe Stress,12,hsv-primary
248,8.233,53.219747526287804,Drought / Severe Stress,14,hsv-primary
250,8.3,54.26382326840147,Drought / Severe Stress,13,hsv-primary
252,8.367,59.16467628788102,Lush Green,12,hsv-primary
254,8.433,62.26527340151671,Lush Green,13,hsv-primary
256,8.5,62.545691381061694,Lush Green,14,hsv-primary
258,8.567,62.26198396674319,Lush Green,11,hsv-primary
260,8.633,63.35338877672022,Lush Green,11,hsv-primary
262,8.7,60.33737214370416,Drought / Severe Stress,10,hsv-primary
264,8.767,62.09616050059291,Lush Green,14,hsv-primary
266,8.833,63.327312350415035,Lush Green,15,hsv-primary
268,8.9,64.57911864529052,Lush Green,12,hsv-primary
270,8.967,65.60538305170337,Lush Green,14,hsv-primary
272,9.033,71.09376813619235,Lush Green,10,hsv-primary
274,9.1,75.17563769533464,Lush Green,10,hsv-primary
276,9.167,78.06294638673424,Lush Green,8,hsv-primary
278,9.233,80.17406247071396,Lush Green,7,hsv-primary
280,9.3,80.78184372949977,Lush Green,10,hsv-primary
282,9.367,78.71729061064983,Lush Green,9,hsv-primary
284,9.433,80.90210342745488,Lush Green,10,hsv-primary
286,9.5,79.6714723992184,Lush Green,7,hsv-primary
288,9.567,78.75003067945288,Lush Green,9,hsv-primary
290,9.633,79.36502147561701,Lush Green,8,hsv-primary
292,9.7,80.30551503293191,Lush Green,7,hsv-primary
294,9.767,79.46386052305233,Lush Green,10,hsv-primary
296,9.833,78.42470236613663,Lush Green,8,hsv-primary
298,9.9,77.78729165629564,Lush Green,6,hsv-primary
300,9.967,76.89110415940695,Lush Green,7,hsv-primary
302,10.033,76.05377291158486,Lush Green,9,hsv-primary
304,10.1,74.8376410381094,Lush Green,8,hsv-primary
306,10.167,74.07634872667657,Lush Green,10,hsv-primary
308,10.233,74.3834441086736,Lush Green,10,hsv-primary
310,10.3,80.02841087607152,Lush Green,9,hsv-primary
312,10.367,78.18988761325005,Lush Green,11,hsv-primary
314,10.433,82.72292132927502,Lush Green,8,hsv-primary
316,10.5,86.16604493049252,Lush Green,7,hsv-primary
318,10.567,88.57623145134475,Lush Green,6,hsv-primary
320,10.633,90.23336201594131,Lush Green,6,hsv-primary
322,10.7,93.16335341115891,Lush Green,4,hsv-primary
324,10.767,92.90434738781123,Lush Green,8,hsv-primary
326,10.833,92.60304317146785,Lush Green,7,hsv-primary
328,10.9,92.45213022002748,Lush Green,6,hsv-primary
330,10.967,92.07649115401924,Lush Green,7,hsv-primary
332,11.033,91.81354380781346,Lush Green,6,hsv-primary
334,11.1,91.98948066546942,Lush Green,6,hsv-primary
336,11.167,94.15263646582858,Lush Green,5,hsv-primary
338,11.233,95.24684552608,Lush Green,6,hsv-primary
340,11.3,96.672791868256,Lush Green,4,hsv-primary
342,11.367,97.40095430777919,Lush Green,5,hsv-primary
344,11.433,96.02066801544542,Lush Green,6,hsv-primary
346,11.5,96.8544676108118,Lush Green,5,hsv-primary
348,11.567,94.79812732756825,Lush Green,10,hsv-primary
350,11.633,90.29868912929777,Lush Green,12,hsv-primary
352,11.7,87.35908239050843,Lush Green,10,hsv-primary
354,11.767,87.2513576733559,Lush Green,9,hsv-primary
356,11.833,87.74595037134912,Lush Green,8,hsv-primary
358,11.9,88.33216525994439,Lush Green,8,hsv-primary
360,11.967,89.22251568196107,Lush Green,6,hsv-primary
362,12.033,90.92576097737275,Lush Green,7,hsv-primary
364,12.1,88.30803268416092,Lush Green,8,hsv-primary
366,12.167,88.24562287891264,Lush Green,8,hsv-primary
368,12.233,87.30193601523884,Lush Green,6,hsv-primary
370,12.3,90.06135521066719,Lush Green,4,hsv-primary
372,12.367,91.96294864746703,Lush Green,4,hsv-primary
374,12.433,90.38406405322692,Lush Green,5,hsv-primary
376,12.5,92.48884483725884,Lush Green,3,hsv-primary
378,12.567,90.60219138608119,Lush Green,7,hsv-primary
380,12.633,89.46153397025682,Lush Green,7,hsv-primary
382,12.7,91.45307377917976,Lush Green,4,hsv-primary
384,12.767,93.05715164542582,Lush Green,3,hsv-primary
386,12.833,90.07000615179807,Lush Green,6,hsv-primary
388,12.9,88.12900430625865,Lush Green,5,hsv-primary
390,12.967,87.13030301438104,Lush Green,3,hsv-primary
392,13.033,86.64121211006673,Lush Green,4,hsv-primary
394,13.1,85.1888484770467,Lush Green,6,hsv-primary
396,13.167,84.6821939339327,Lush Green,5,hsv-primary
398,13.233,84.20753575375288,Lush Green,6,hsv-primary
400,13.3,83.51527502762701,Lush Green,6,hsv-primary
402,13.367,83.3906925193389,Lush Green,7,hsv-primary
404,13.433,83.51348476353722,Lush Green,7,hsv-primary
406,13.5,83.98943933447605,Lush Green,6,hsv-primary
408,13.567,84.47260753413322,Lush Green,5,hsv-primary
410,13.633,84.21082527389325,Lush Green,7,hsv-primary
412,13.7,84.29757769172527,Lush Green,8,hsv-primary
414,13.767,84.38830438420769,Lush Green,9,hsv-primary
416,13.833,84.57181306894537,Lush Green,9,hsv-primary
418,13.9,84.97026914826176,Lush Green,7,hsv-primary
420,13.967,85.03918840378323,Lush Green,9,hsv-primary
422,14.033,87.54743188264825,Lush Green,6,hsv-primary
424,14.1,89.03320231785378,Lush Green,7,hsv-primary
426,14.167,88.39324162249764,Lush Green,8,hsv-primary
428,14.233,87.64526913574835,Lush Green,8,hsv-primary
430,14.3,88.83168839502383,Lush Green,8,hsv-primary
432,14.367,88.88218187651668,Lush Green,9,hsv-primary
434,14.433,87.41752731356168,Lush Green,14,hsv-primary
436,14.5,87.05226911949316,Lush Green,13,hsv-primary
438,14.567,86.8565883836452,Lush Green,12,hsv-primary
440,14.633,87.46961186855164,Lush Green,8,hsv-primary
442,14.7,87.86872830798615,Lush Green,10,hsv-primary
444,14.767,88.3581098155903,Lush Green,9,hsv-primary
446,14.833,89.0906768709132,Lush Green,9,hsv-primary
448,14.9,88.46347380963924,Lush Green,12,hsv-primary
450,14.967,88.59443166674747,Lush Green,10,hsv-primary
452,15.033,87.39610216672322,Lush Green,10,hsv-primary
454,15.1,86.58727151670625,Lush Green,9,hsv-primary
456,15.167,89.56109006169437,Lush Green,7,hsv-primary
458,15.233,89.96276304318606,Lush Green,8,hsv-primary
460,15.3,88.89393413023024,Lush Green,8,hsv-primary
462,15.367,86.28575389116116,Lush Green,10,hsv-primary
464,15.433,85.3900277238128,Lush Green,12,hsv-primary
