frame,time_sec,fhi,class_dominant,n_dets,source_dominant
2,0.033,91.2,Lush Green,6,hsv-primary
4,0.1,91.16999999999999,Lush Green,6,hsv-primary
6,0.167,90.939,Lush Green,6,hsv-primary
8,0.233,90.8673,Lush Green,7,hsv-primary
10,0.3,90.78711,Lush Green,6,hsv-primary
12,0.367,90.700977,Lush Green,7,hsv-primary
14,0.433,85.09068389999999,Inconsistent Growth,8,yolo-det
16,0.5,85.99347872999998,Lush Green,8,hsv-primary
18,0.567,86.23543511099999,Lush Green,9,hsv-primary
20,0.633,81.42480457769999,Inconsistent Growth,10,yolo-det
22,0.7,75.32736320438998,Inconsistent Growth,10,yolo-det
24,0.767,78.37915424307297,Lush Green,9,hsv-primary
26,0.833,72.77540797015108,Inconsistent Growth,12,yolo-det
28,0.9,71.55278557910574,Inconsistent Growth,11,yolo-det
30,0.967,70.81694990537402,Inconsistent Growth,11,yolo-det
32,1.033,70.6918649337618,Inconsistent Growth,13,yolo-det
34,1.1,70.39430545363327,Inconsistent Growth,12,yolo-det
36,1.167,70.93601381754328,Inconsistent Growth,17,yolo-det
38,1.233,71.4352096722803,Inconsistent Growth,14,yolo-det
40,1.3,71.7846467705962,Inconsistent Growth,14,yolo-det
42,1.367,71.36925273941733,Inconsistent Growth,14,yolo-det
44,1.433,71.34847691759212,Inconsistent Growth,16,yolo-det
46,1.5,70.88393384231449,Inconsistent Growth,14,yolo-det
48,1.567,75.38875368962015,Lush Green,11,hsv-primary
50,1.633,70.2921275827341,Inconsistent Growth,16,yolo-det
52,1.7,74.64448930791386,Lush Green,13,hsv-primary
54,1.767,77.7511425155397,Lush Green,13,hsv-primary
56,1.833,78.78579976087778,Lush Green,13,hsv-primary
58,1.9,79.42005983261444,Lush Green,16,hsv-primary
60,1.967,80.3740418828301,Lush Green,12,hsv-primary
62,2.033,79.99182931798106,Lush Green,16,hsv-primary
64,2.1,79.84428052258673,Lush Green,14,hsv-primary
66,2.167,79.8309963658107,Lush Green,11,hsv-primary
68,2.233,81.20169745606749,Lush Green,11,hsv-primary
70,2.3,82.55118821924725,Lush Green,11,hsv-primary
72,2.367,82.11583175347306,Lush Green,10,hsv-primary
74,2.433,75.42108222743113,Inconsistent Growth,12,yolo-det
76,2.5,78.65475755920178,Lush Green,7,hsv-primary
78,2.567,79.86833029144124,Lush Green,9,hsv-primary
80,2.633,81.76783120400887,Lush Green,10,hsv-primary
82,2.7,82.07748184280621,Lush Green,12,hsv-primary
84,2.767,82.50423728996434,Lush Green,10,hsv-primary
86,2.833,82.89296610297502,Lush Green,9,hsv-primary
88,2.9,82.98507627208252,Lush Green,10,hsv-primary
90,2.967,83.22955339045775,Lush Green,10,hsv-primary
92,3.033,83.01068737332042,Lush Green,10,hsv-primary
94,3.1,82.52748116132429,Lush Green,12,hsv-primary
96,3.167,82.429236812927,Lush Green,10,hsv-primary
98,3.233,82.09046576904889,Lush Green,11,hsv-primary
100,3.3,82.78332603833422,Lush Green,11,hsv-primary
102,3.367,83.86832822683395,Lush Green,12,hsv-primary
104,3.433,84.11782975878376,Lush Green,11,hsv-primary
106,3.5,84.08248083114863,Lush Green,12,hsv-primary
108,3.567,84.23773658180403,Lush Green,10,hsv-primary
110,3.633,84.16641560726282,Lush Green,11,hsv-primary
112,3.7,85.01649092508397,Lush Green,10,hsv-primary
114,3.767,81.65154364755877,Lush Green,12,hsv-primary
116,3.833,82.23608055329113,Lush Green,10,hsv-primary
118,3.9,79.7952563873038,Lush Green,11,hsv-primary
120,3.967,77.51667947111265,Lush Green,12,hsv-primary
122,4.033,75.59167562977885,Lush Green,11,hsv-primary
124,4.1,73.94417294084519,Lush Green,11,hsv-primary
126,4.167,73.78092105859163,Lush Green,11,hsv-primary
128,4.233,73.78664474101413,Lush Green,13,hsv-primary
130,4.3,73.9106513187099,Lush Green,10,hsv-primary
132,4.367,73.81745592309693,Lush Green,9,hsv-primary
134,4.433,76.54221914616785,Lush Green,10,hsv-primary
136,4.5,74.27955340231749,Lush Green,12,hsv-primary
138,4.567,71.40568738162224,Lush Green,16,hsv-primary
140,4.633,69.09398116713557,Lush Green,15,hsv-primary
142,4.7,66.90578681699489,Lush Green,15,hsv-primary
144,4.767,61.83405077189642,Drought / Severe Stress,12,hsv-primary
146,4.833,58.133835540327496,Drought / Severe Stress,10,hsv-primary
148,4.9,55.12368487822924,Drought / Severe Stress,10,hsv-primary
150,4.967,52.95657941476046,Drought / Severe Stress,13,hsv-primary
152,5.033,51.04960559033232,Drought / Severe Stress,10,hsv-primary
154,5.1,50.10472391323262,Drought / Severe Stress,17,hsv-primary
156,5.167,49.32330673926283,Drought / Severe Stress,15,hsv-primary
158,5.233,48.26631471748398,Drought / Severe Stress,13,hsv-primary
160,5.3,50.97642030223878,Drought / Severe Stress,19,hsv-primary
162,5.367,49.54349421156714,Drought / Severe Stress,12,hsv-primary
164,5.433,51.69044594809699,Drought / Severe Stress,14,hsv-primary
166,5.5,53.463312163667894,Drought / Severe Stress,13,hsv-primary
168,5.567,51.76431851456752,Drought / Severe Stress,14,hsv-primary
170,5.633,50.60502296019726,Drought / Severe Stress,13,hsv-primary
172,5.7,50.60351607213808,Drought / Severe Stress,12,hsv-primary
174,5.767,53.33246125049665,Drought / Severe Stress,14,hsv-primary
176,5.833,52.60272287534765,Drought / Severe Stress,12,hsv-primary
178,5.9,55.541906012743354,Drought / Severe Stress,12,hsv-primary
180,5.967,56.999334208920345,Drought / Severe Stress,13,hsv-primary
182,6.033,56.00953394624424,Drought / Severe Stress,11,hsv-primary
184,6.1,54.98667376237097,Drought / Severe Stress,13,hsv-primary
186,6.167,54.300671633659675,Drought / Severe Stress,12,hsv-primary
188,6.233,56.55047014356177,Drought / Severe Stress,14,hsv-primary
190,6.3,57.465329100493236,Drought / Severe Stress,13,hsv-primary
192,6.367,58.67573037034526,Drought / Severe Stress,12,hsv-primary
194,6.433,59.37301125924168,Drought / Severe Stress,15,hsv-primary
196,6.5,55.42110788146917,Drought / Severe Stress,12,hsv-primary
198,6.567,56.91477551702841,Drought / Severe Stress,10,hsv-primary
200,6.633,56.07034286191988,Drought / Severe Stress,16,hsv-primary
202,6.7,56.01924000334391,Drought / Severe Stress,17,hsv-primary
204,6.767,54.33346800234073,Drought / Severe Stress,14,hsv-primary
206,6.833,53.363427601638506,Drought / Severe Stress,14,hsv-primary
208,6.9,51.12439932114695,Drought / Severe Stress,14,hsv-primary
210,6.967,51.237079524802866,Drought / Severe Stress,14,hsv-primary
212,7.033,51.225955667362,Drought / Severe Stress,12,hsv-primary
214,7.1,53.1081689671534,Drought / Severe Stress,12,hsv-primary
216,7.167,54.215718277007376,Drought / Severe Stress,13,hsv-primary
218,7.233,55.11100279390516,Drought / Severe Stress,15,hsv-primary
220,7.3,55.85770195573361,Drought / Severe Stress,16,hsv-primary
222,7.367,54.61039136901352,Drought / Severe Stress,14,hsv-primary
224,7.433,55.71727395830946,Drought / Severe Stress,16,hsv-primary
226,7.5,57.18209177081662,Drought / Severe Stress,12,hsv-primary
