frame,time_sec,fhi,class_dominant,n_dets,source_dominant
418,13.9,20.666384268402428,Drought / Severe Stress,7,yolo-det
420,13.967,20.7364689878817,Drought / Severe Stress,9,yolo-det
422,14.033,20.81552829151719,Drought / Severe Stress,6,yolo-det
424,14.1,20.900869804062033,Drought / Severe Stress,7,yolo-det
426,14.167,20.960608862843422,Drought / Severe Stress,8,yolo-det
428,14.233,21.002426203990396,Drought / Severe Stress,8,yolo-det
430,14.3,21.121698342793277,Drought / Severe Stress,9,yolo-det
432,14.367,21.20518883995529,Drought / Severe Stress,10,yolo-det
434,14.433,21.383632187968704,Drought / Severe Stress,14,yolo-det
436,14.5,21.53854253157809,Drought / Severe Stress,13,yolo-det
438,14.567,21.676979772104662,Drought / Severe Stress,12,yolo-det
440,14.633,21.74388584047326,Drought / Severe Stress,8,yolo-det
442,14.7,21.940720088331283,Drought / Severe Stress,10,yolo-det
444,14.767,22.108504061831894,Drought / Severe Stress,9,yolo-det
446,14.833,22.285952843282324,Drought / Severe Stress,9,yolo-det
448,14.9,22.380166990297624,Drought / Severe Stress,12,yolo-det
450,14.967,22.446116893208337,Drought / Severe Stress,10,yolo-det
452,15.033,22.672281825245836,Drought / Severe Stress,10,yolo-det
454,15.1,22.740597277672084,Drought / Severe Stress,9,yolo-det
456,15.167,22.218418094370456,Drought / Severe Stress,7,yolo-det
458,15.233,22.542892666059316,Drought / Severe Stress,8,yolo-det
460,15.3,24.99002486624152,Drought / Severe Stress,8,yolo-det
462,15.367,26.403017406369063,Drought / Severe Stress,10,yolo-det
464,15.433,27.422112184458342,Drought / Severe Stress,12,yolo-det
