frame,time_sec,fhi,class_dominant,n_dets,source_dominant
110,3.633,85.16731116508919,Lush Green,11,hsv-primary
112,3.7,84.51711781556243,Lush Green,11,hsv-primary
114,3.767,85.1119824708937,Lush Green,10,hsv-primary
116,3.833,86.51838772962557,Lush Green,9,hsv-primary
118,3.9,84.6828714107379,Lush Green,12,hsv-primary
120,3.967,81.41800998751653,Lush Green,13,hsv-primary
122,4.033,78.83260699126157,Lush Green,11,hsv-primary
124,4.1,76.75282489388309,Lush Green,13,hsv-primary
126,4.167,76.43697742571817,Lush Green,12,hsv-primary
128,4.233,76.69588419800272,Lush Green,12,hsv-primary
130,4.3,76.1571189386019,Lush Green,11,hsv-primary
132,4.367,76.40998325702132,Lush Green,11,hsv-primary
134,4.433,76.34698827991492,Lush Green,11,hsv-primary
136,4.5,75.16289179594045,Lush Green,12,hsv-primary
138,4.567,73.34402425715831,Lush Green,15,hsv-primary
140,4.633,71.71081698001082,Lush Green,16,hsv-primary
142,4.7,70.62757188600757,Lush Green,13,hsv-primary
144,4.767,68.9093003202053,Lush Green,13,hsv-primary
146,4.833,67.4065102241437,Lush Green,13,hsv-primary
148,4.9,65.90455715690058,Lush Green,13,hsv-primary
150,4.967,65.36319000983039,Lush Green,14,hsv-primary
152,5.033,64.02423300688127,Drought / Severe Stress,13,hsv-primary
154,5.1,59.99696310481689,Drought / Severe Stress,13,hsv-primary
156,5.167,56.60787417337182,Drought / Severe Stress,12,hsv-primary
158,5.233,54.355511921360275,Drought / Severe Stress,12,hsv-primary
160,5.3,56.31885834495219,Drought / Severe Stress,13,hsv-primary
162,5.367,54.51320084146653,Drought / Severe Stress,13,hsv-primary
164,5.433,56.24924058902657,Drought / Severe Stress,14,hsv-primary
166,5.5,57.854468412318596,Drought / Severe Stress,15,hsv-primary
168,5.567,55.468127888623016,Drought / Severe Stress,10,hsv-primary
170,5.633,54.39768952203611,Drought / Severe Stress,13,hsv-primary
172,5.7,54.038382665425274,Drought / Severe Stress,12,hsv-primary
174,5.767,55.766867865797686,Drought / Severe Stress,12,hsv-primary
176,5.833,55.08680750605838,Drought / Severe Stress,10,hsv-primary
178,5.9,57.82076525424087,Drought / Severe Stress,13,hsv-primary
180,5.967,59.644535677968605,Drought / Severe Stress,14,hsv-primary
182,6.033,58.52117497457802,Drought / Severe Stress,11,hsv-primary
184,6.1,58.00482248220461,Drought / Severe Stress,12,hsv-primary
186,6.167,57.01337573754323,Drought / Severe Stress,14,hsv-primary
188,6.233,55.80936301628026,Drought / Severe Stress,13,hsv-primary
190,6.3,57.63655411139618,Drought / Severe Stress,14,hsv-primary
192,6.367,57.89558787797732,Drought / Severe Stress,14,hsv-primary
194,6.433,57.836911514584116,Drought / Severe Stress,12,hsv-primary
196,6.5,53.65583806020888,Drought / Severe Stress,14,hsv-primary
198,6.567,54.02908664214621,Drought / Severe Stress,14,hsv-primary
200,6.633,56.39036064950235,Drought / Severe Stress,16,hsv-primary
202,6.7,58.313252454651646,Drought / Severe Stress,17,hsv-primary
204,6.767,58.09927671825615,Drought / Severe Stress,13,hsv-primary
206,6.833,59.479493702779294,Drought / Severe Stress,15,hsv-primary
208,6.9,58.1056455919455,Drought / Severe Stress,13,hsv-primary
210,6.967,56.153951914361855,Drought / Severe Stress,14,hsv-primary
212,7.033,54.757766340053294,Drought / Severe Stress,11,hsv-primary
214,7.1,54.0204364380373,Drought / Severe Stress,10,hsv-primary
216,7.167,56.174305506626105,Drought / Severe Stress,10,hsv-primary
218,7.233,57.59201385463827,Drought / Severe Stress,12,hsv-primary
220,7.3,57.20440969824678,Drought / Severe Stress,13,hsv-primary
222,7.367,58.79308678877274,Drought / Severe Stress,10,hsv-primary
224,7.433,59.905160752140915,Drought / Severe Stress,11,hsv-primary
226,7.5,60.683612526498635,Drought / Severe Stress,12,hsv-primary
228,7.567,61.64852876854904,Drought / Severe Stress,12,hsv-primary
230,7.633,61.033970137984326,Drought / Severe Stress,9,hsv-primary
232,7.7,61.413779096589025,Bare Soil / Gap,10,hsv-primary
234,7.767,62.87964536761231,Bare Soil / Gap,14,hsv-primary
236,7.833,63.18575175732862,Bare Soil / Gap,13,hsv-primary
238,7.9,65.05002623013003,Bare Soil / Gap,11,hsv-primary
240,7.967,66.74501836109101,Bare Soil / Gap,10,hsv-primary
242,8.033,68.59151285276371,Bare Soil / Gap,11,hsv-primary
244,8.1,73.6040589969346,Bare Soil / Gap,11,hsv-primary
246,8.167,77.41284129785421,Bare Soil / Gap,10,hsv-primary
248,8.233,80.82898890849795,Lush Green,10,hsv-primary
250,8.3,83.46029223594856,Lush Green,12,hsv-primary
252,8.367,83.41220456516399,Lush Green,13,hsv-primary
254,8.433,81.99854319561479,Lush Green,16,hsv-primary
256,8.5,80.43898023693035,Lush Green,14,hsv-primary
258,8.567,80.45728616585123,Lush Green,14,hsv-primary
260,8.633,80.89010031609585,Lush Green,13,hsv-primary
262,8.7,81.43307022126709,Lush Green,15,hsv-primary
264,8.767,80.46314915488696,Lush Green,17,hsv-primary
266,8.833,79.69420440842087,Lush Green,17,hsv-primary
268,8.9,80.1759430858946,Lush Green,13,hsv-primary
270,8.967,81.26316016012622,Lush Green,13,hsv-primary
272,9.033,80.16421211208835,Lush Green,12,hsv-primary
274,9.1,78.73494847846185,Lush Green,11,hsv-primary
276,9.167,79.17446393492328,Lush Green,12,hsv-primary
278,9.233,79.81212475444629,Lush Green,10,hsv-primary
280,9.3,80.97848732811241,Lush Green,10,hsv-primary
282,9.367,81.70494112967869,Lush Green,11,hsv-primary
284,9.433,81.79345879077508,Lush Green,11,hsv-primary
286,9.5,81.91542115354255,Lush Green,8,hsv-primary
288,9.567,82.60079480747979,Lush Green,7,hsv-primary
290,9.633,83.08055636523585,Lush Green,7,hsv-primary
292,9.7,83.62638945566509,Lush Green,6,hsv-primary
294,9.767,83.73847261896556,Lush Green,9,hsv-primary
296,9.833,83.87693083327589,Lush Green,8,hsv-primary
298,9.9,83.79385158329312,Lush Green,9,hsv-primary
300,9.967,84.15569610830518,Lush Green,9,hsv-primary
302,10.033,84.19898727581362,Lush Green,10,hsv-primary
304,10.1,85.84929109306952,Lush Green,6,hsv-primary
306,10.167,83.94450376514867,Lush Green,11,hsv-primary
308,10.233,83.51115263560406,Lush Green,11,hsv-primary
310,10.3,81.37780684492284,Lush Green,12,hsv-primary
312,10.367,80.09446479144599,Lush Green,12,hsv-primary
314,10.433,81.08612535401218,Lush Green,12,hsv-primary
316,10.5,79.71028774780852,Lush Green,12,hsv-primary
318,10.567,78.65720142346596,Lush Green,12,hsv-primary
320,10.633,78.94004099642618,Lush Green,10,hsv-primary
322,10.7,80.48802869749832,Lush Green,9,hsv-primary
324,10.767,81.27162008824882,Lush Green,9,hsv-primary
326,10.833,84.04013406177417,Lush Green,9,hsv-primary
328,10.9,83.45809384324191,Lush Green,9,hsv-primary
330,10.967,82.96066569026934,Lush Green,8,hsv-primary
332,11.033,82.40246598318853,Lush Green,10,hsv-primary
334,11.1,82.13172618823197,Lush Green,9,hsv-primary
336,11.167,81.76220833176237,Lush Green,9,hsv-primary
338,11.233,81.80354583223365,Lush Green,10,hsv-primary
340,11.3,83.57248208256355,Lush Green,9,hsv-primary
342,11.367,84.63073745779448,Lush Green,10,hsv-primary
344,11.433,82.40151622045613,Lush Green,7,hsv-primary
346,11.5,81.56106135431929,Lush Green,10,hsv-primary
348,11.567,83.16274294802349,Lush Green,10,hsv-primary
350,11.633,84.73392006361644,Lush Green,10,hsv-primary
352,11.7,86.04374404453151,Lush Green,9,hsv-primary
354,11.767,84.23062083117205,Lush Green,10,hsv-primary
356,11.833,83.20143458182042,Lush Green,9,hsv-primary
358,11.9,82.8410042072743,Lush Green,10,hsv-primary
360,11.967,82.678702945092,Lush Green,10,hsv-primary
362,12.033,82.7750920615644,Lush Green,10,hsv-primary
364,12.1,82.48256444309507,Lush Green,9,hsv-primary
366,12.167,82.57779511016655,Lush Green,10,hsv-primary
368,12.233,83.51445657711659,Lush Green,7,hsv-primary
370,12.3,84.71011960398161,Lush Green,6,hsv-primary
372,12.367,84.85708372278712,Lush Green,6,hsv-primary
374,12.433,85.52995860595098,Lush Green,5,hsv-primary
376,12.5,86.24097102416569,Lush Green,4,hsv-primary
378,12.567,86.22867971691598,Lush Green,5,hsv-primary
380,12.633,85.80007580184117,Lush Green,7,hsv-primary
382,12.7,85.65005306128882,Lush Green,7,hsv-primary
384,12.767,85.75503714290217,Lush Green,6,hsv-primary
386,12.833,85.97852600003151,Lush Green,6,hsv-primary
388,12.9,86.16496820002205,Lush Green,6,hsv-primary
390,12.967,86.41547774001542,Lush Green,6,hsv-primary
392,13.033,86.17083441801078,Lush Green,7,hsv-primary
394,13.1,86.26958409260754,Lush Green,5,hsv-primary
396,13.167,85.85870886482527,Lush Green,6,hsv-primary
398,13.233,85.78109620537768,Lush Green,7,hsv-primary
400,13.3,85.84676734376437,Lush Green,6,hsv-primary
402,13.367,86.70273714063505,Lush Green,5,hsv-primary
404,13.433,86.61191599844453,Lush Green,6,hsv-primary
406,13.5,86.36834119891117,Lush Green,5,hsv-primary
408,13.567,86.46783883923781,Lush Green,5,hsv-primary
410,13.633,86.50748718746647,Lush Green,8,hsv-primary
412,13.7,86.77524103122653,Lush Green,7,hsv-primary
414,13.767,86.90266872185856,Lush Green,7,hsv-primary
416,13.833,87.23186810530099,Lush Green,9,hsv-primary
418,13.9,86.6523076737107,Lush Green,8,hsv-primary
420,13.967,86.81661537159748,Lush Green,6,hsv-primary
422,14.033,86.66163076011823,Lush Green,9,hsv-primary
424,14.1,87.42314153208275,Lush Green,8,hsv-primary
426,14.167,87.65619907245792,Lush Green,8,hsv-primary
428,14.233,89.19933935072054,Lush Green,8,hsv-primary
430,14.3,90.33953754550437,Lush Green,10,hsv-primary
432,14.367,91.07767628185306,Lush Green,7,hsv-primary
434,14.433,91.11437339729713,Lush Green,10,hsv-primary
436,14.5,91.20006137810799,Lush Green,10,hsv-primary
438,14.567,92.1000429646756,Lush Green,9,hsv-primary
440,14.633,92.16003007527291,Lush Green,10,hsv-primary
442,14.7,92.11202105269103,Lush Green,11,hsv-primary
444,14.767,91.74841473688372,Lush Green,11,hsv-primary
446,14.833,91.40389031581859,Lush Green,11,hsv-primary
448,14.9,91.372723221073,Lush Green,11,hsv-primary
450,14.967,91.4109062547511,Lush Green,12,hsv-primary
452,15.033,90.68763437832577,Lush Green,13,hsv-primary
454,15.1,81.93134406482804,Inconsistent Growth,13,yolo-det
456,15.167,83.84194084537963,Lush Green,10,hsv-primary
458,15.233,85.56935859176573,Lush Green,9,hsv-primary
460,15.3,85.338551014236,Lush Green,13,hsv-primary
462,15.367,85.1469857099652,Lush Green,12,hsv-primary
464,15.433,85.34288999697563,Lush Green,13,hsv-primary
