t,frame,class,conf,area,source,fhi
12.0,360,Drought / Severe Stress,0.55,4373,hsv,56.6
12.1,363,Inconsistent Growth,0.55,86534,hsv,54.5
12.1,363,Inconsistent Growth,0.55,7095,hsv,54.5
12.1,363,Lush Green,0.55,12899,hsv,54.5
12.1,363,Lush Green,0.55,10328,hsv,54.5
12.1,363,Drought / Severe Stress,0.55,51411,hsv,54.5
12.1,363,Drought / Severe Stress,0.55,5706,hsv,54.5
12.1,363,Drought / Severe Stress,0.55,4273,hsv,54.5
12.2,366,Inconsistent Growth,0.55,75093,hsv,57.7
12.2,366,Inconsistent Growth,0.55,6394,hsv,57.7
12.2,366,Inconsistent Growth,0.55,6220,hsv,57.7
12.2,366,Lush Green,0.55,58687,hsv,57.7
12.2,366,Lush Green,0.55,13429,hsv,57.7
12.2,366,Lush Green,0.55,10369,hsv,57.7
12.2,366,Drought / Severe Stress,0.55,52645,hsv,57.7
12.2,366,Drought / Severe Stress,0.55,5045,hsv,57.7
12.3,369,Inconsistent Growth,0.55,88344,hsv,60.0
12.3,369,Inconsistent Growth,0.55,8877,hsv,60.0
12.3,369,Inconsistent Growth,0.55,6066,hsv,60.0
12.3,369,Lush Green,0.55,55701,hsv,60.0
12.3,369,Lush Green,0.55,15451,hsv,60.0
12.3,369,Lush Green,0.55,11602,hsv,60.0
12.3,369,Drought / Severe Stress,0.55,50291,hsv,60.0
12.4,372,Inconsistent Growth,0.55,97935,hsv,61.6
12.4,372,Inconsistent Growth,0.55,7184,hsv,61.6
12.4,372,Inconsistent Growth,0.55,5764,hsv,61.6
12.4,372,Inconsistent Growth,0.55,4163,hsv,61.6
12.4,372,Lush Green,0.55,49307,hsv,61.6
12.4,372,Lush Green,0.55,17100,hsv,61.6
12.4,372,Lush Green,0.55,14022,hsv,61.6
12.4,372,Lush Green,0.55,4482,hsv,61.6
12.4,372,Drought / Severe Stress,0.55,48965,hsv,61.6
12.5,375,Inconsistent Growth,0.55,94579,hsv,62.8
12.5,375,Inconsistent Growth,0.55,7448,hsv,62.8
12.5,375,Inconsistent Growth,0.55,5468,hsv,62.8
12.5,375,Inconsistent Growth,0.55,5155,hsv,62.8
12.5,375,Lush Green,0.55,67512,hsv,62.8
12.5,375,Lush Green,0.55,17793,hsv,62.8
12.5,375,Lush Green,0.55,4918,hsv,62.8
12.5,375,Drought / Severe Stress,0.55,51233,hsv,62.8
12.6,378,Inconsistent Growth,0.55,73261,hsv,63.8
12.6,378,Inconsistent Growth,0.55,30491,hsv,63.8
12.6,378,Inconsistent Growth,0.55,7847,hsv,63.8
12.6,378,Drought / Severe Stress,0.55,46855,hsv,63.8
12.6,378,Lush Green,0.55,46206,hsv,63.8
12.6,378,Lush Green,0.55,21264,hsv,63.8
12.6,378,Lush Green,0.55,19199,hsv,63.8
12.6,378,Lush Green,0.55,4645,hsv,63.8
12.7,381,Inconsistent Growth,0.55,101091,hsv,64.7
12.7,381,Inconsistent Growth,0.55,8407,hsv,64.7
12.7,381,Drought / Severe Stress,0.55,44874,hsv,64.7
12.7,381,Lush Green,0.55,42714,hsv,64.7
12.7,381,Lush Green,0.55,23699,hsv,64.7
12.7,381,Lush Green,0.55,20460,hsv,64.7
12.7,381,Lush Green,0.55,6006,hsv,64.7
12.8,384,Inconsistent Growth,0.55,61212,hsv,65.0
12.8,384,Inconsistent Growth,0.55,34453,hsv,65.0
12.8,384,Inconsistent Growth,0.55,7522,hsv,65.0
12.8,384,Inconsistent Growth,0.55,6364,hsv,65.0
12.8,384,Drought / Severe Stress,0.55,49998,hsv,65.0
12.8,384,Lush Green,0.55,39773,hsv,65.0
12.8,384,Lush Green,0.55,25404,hsv,65.0
12.8,384,Lush Green,0.55,20995,hsv,65.0
12.8,384,Lush Green,0.55,4902,hsv,65.0
12.9,387,Inconsistent Growth,0.55,61125,hsv,63.2
12.9,387,Inconsistent Growth,0.55,34361,hsv,63.2
12.9,387,Inconsistent Growth,0.55,7638,hsv,63.2
12.9,387,Lush Green,0.55,26643,hsv,63.2
12.9,387,Lush Green,0.55,21425,hsv,63.2
12.9,387,Drought / Severe Stress,0.55,41062,hsv,63.2
13.0,390,Inconsistent Growth,0.55,104585,hsv,64.3
13.0,390,Drought / Severe Stress,0.55,42827,hsv,64.3
13.0,390,Lush Green,0.55,39106,hsv,64.3
13.0,390,Lush Green,0.55,28916,hsv,64.3
13.0,390,Lush Green,0.55,20890,hsv,64.3
13.1,393,Inconsistent Growth,0.55,104171,hsv,65.6
13.1,393,Inconsistent Growth,0.55,6634,hsv,65.6
13.1,393,Drought / Severe Stress,0.55,41015,hsv,65.6
13.1,393,Lush Green,0.55,40053,hsv,65.6
13.1,393,Lush Green,0.55,30356,hsv,65.6
13.1,393,Lush Green,0.55,29917,hsv,65.6
13.2,396,Inconsistent Growth,0.55,95061,hsv,66.8
13.2,396,Inconsistent Growth,0.55,5605,hsv,66.8
13.2,396,Inconsistent Growth,0.55,5292,hsv,66.8
13.2,396,Drought / Severe Stress,0.55,39426,hsv,66.8
13.2,396,Lush Green,0.55,37822,hsv,66.8
13.2,396,Lush Green,0.55,34337,hsv,66.8
13.2,396,Lush Green,0.55,30899,hsv,66.8
13.3,399,Inconsistent Growth,0.55,102319,hsv,67.3
13.3,399,Inconsistent Growth,0.55,5340,hsv,67.3
13.3,399,Inconsistent Growth,0.55,4214,hsv,67.3
13.3,399,Drought / Severe Stress,0.55,36265,hsv,67.3
13.3,399,Lush Green,0.55,33841,hsv,67.3
13.3,399,Lush Green,0.55,32685,hsv,67.3
13.3,399,Lush Green,0.55,23400,hsv,67.3
13.3,399,Lush Green,0.55,5733,hsv,67.3
13.4,402,Inconsistent Growth,0.55,55102,hsv,67.5
13.4,402,Inconsistent Growth,0.55,46993,hsv,67.5
13.4,402,Inconsistent Growth,0.55,5639,hsv,67.5
13.4,402,Inconsistent Growth,0.55,4924,hsv,67.5
13.4,402,Drought / Severe Stress,0.55,38246,hsv,67.5
13.4,402,Lush Green,0.55,33836,hsv,67.5
13.4,402,Lush Green,0.55,31793,hsv,67.5
13.4,402,Lush Green,0.55,25679,hsv,67.5
13.4,402,Lush Green,0.55,5552,hsv,67.5
13.5,405,Inconsistent Growth,0.55,102199,hsv,68.0
13.5,405,Inconsistent Growth,0.55,5607,hsv,68.0
13.5,405,Inconsistent Growth,0.55,4474,hsv,68.0
13.5,405,Lush Green,0.55,35968,hsv,68.0
13.5,405,Lush Green,0.55,30440,hsv,68.0
13.5,405,Lush Green,0.55,25727,hsv,68.0
13.5,405,Lush Green,0.55,7486,hsv,68.0
13.5,405,Drought / Severe Stress,0.55,34347,hsv,68.0
13.6,408,Lush Green,0.55,61362,hsv,68.3
13.6,408,Lush Green,0.55,37858,hsv,68.3
13.6,408,Inconsistent Growth,0.55,56040,hsv,68.3
13.6,408,Inconsistent Growth,0.55,51511,hsv,68.3
13.6,408,Inconsistent Growth,0.55,5537,hsv,68.3
13.6,408,Drought / Severe Stress,0.55,31451,hsv,68.3
13.6,408,Drought / Severe Stress,0.55,4228,hsv,68.3
13.7,411,Inconsistent Growth,0.55,52557,hsv,68.8
13.7,411,Inconsistent Growth,0.55,46130,hsv,68.8
13.7,411,Inconsistent Growth,0.55,4529,hsv,68.8
13.7,411,Lush Green,0.55,50616,hsv,68.8
13.7,411,Lush Green,0.55,41294,hsv,68.8
13.7,411,Lush Green,0.55,10628,hsv,68.8
13.7,411,Drought / Severe Stress,0.55,30027,hsv,68.8
13.7,411,Drought / Severe Stress,0.55,4594,hsv,68.8
13.8,414,Lush Green,0.55,57236,hsv,69.3
13.8,414,Lush Green,0.55,28135,hsv,69.3
13.8,414,Lush Green,0.55,14232,hsv,69.3
13.8,414,Inconsistent Growth,0.55,54666,hsv,69.3
13.8,414,Inconsistent Growth,0.55,44289,hsv,69.3
13.8,414,Drought / Severe Stress,0.55,27606,hsv,69.3
13.8,414,Drought / Severe Stress,0.55,4707,hsv,69.3
13.9,417,Inconsistent Growth,0.55,94010,hsv,69.8
13.9,417,Inconsistent Growth,0.55,4455,hsv,69.8
13.9,417,Lush Green,0.55,58227,hsv,69.8
13.9,417,Lush Green,0.55,28587,hsv,69.8
13.9,417,Lush Green,0.55,13947,hsv,69.8
13.9,417,Drought / Severe Stress,0.55,26249,hsv,69.8
13.9,417,Drought / Severe Stress,0.55,5063,hsv,69.8
14.0,420,Inconsistent Growth,0.55,98688,hsv,70.3
14.0,420,Lush Green,0.55,55812,hsv,70.3
14.0,420,Lush Green,0.55,29373,hsv,70.3
14.0,420,Lush Green,0.55,15039,hsv,70.3
14.0,420,Drought / Severe Stress,0.55,22854,hsv,70.3
14.0,420,Drought / Severe Stress,0.55,4880,hsv,70.3
14.1,423,Inconsistent Growth,0.55,93886,hsv,71.1
14.1,423,Inconsistent Growth,0.55,4181,hsv,71.1
14.1,423,Lush Green,0.55,58803,hsv,71.1
14.1,423,Lush Green,0.55,28249,hsv,71.1
14.1,423,Lush Green,0.55,15075,hsv,71.1
14.1,423,Drought / Severe Stress,0.55,20689,hsv,71.1
14.1,423,Drought / Severe Stress,0.55,4896,hsv,71.1
14.1,423,Bare Soil / Gap,0.55,5229,hsv,71.1
14.2,426,Inconsistent Growth,0.55,89895,hsv,71.8
14.2,426,Inconsistent Growth,0.55,5228,hsv,71.8
14.2,426,Lush Green,0.55,60049,hsv,71.8
14.2,426,Lush Green,0.55,28119,hsv,71.8
14.2,426,Lush Green,0.55,13984,hsv,71.8
14.2,426,Drought / Severe Stress,0.55,18174,hsv,71.8
14.2,426,Drought / Severe Stress,0.55,6298,hsv,71.8
14.2,426,Bare Soil / Gap,0.55,5088,hsv,71.8
14.3,429,Lush Green,0.55,88877,hsv,72.0
14.3,429,Lush Green,0.55,13230,hsv,72.0
14.3,429,Lush Green,0.55,4738,hsv,72.0
14.3,429,Inconsistent Growth,0.55,50344,hsv,72.0
14.3,429,Inconsistent Growth,0.55,18849,hsv,72.0
14.3,429,Inconsistent Growth,0.55,10725,hsv,72.0
14.3,429,Inconsistent Growth,0.55,5813,hsv,72.0
14.3,429,Drought / Severe Stress,0.55,16387,hsv,72.0
14.3,429,Drought / Severe Stress,0.55,8992,hsv,72.0
14.3,429,Drought / Severe Stress,0.55,5371,hsv,72.0
14.4,432,Lush Green,0.55,87198,hsv,72.5
14.4,432,Lush Green,0.55,13253,hsv,72.5
14.4,432,Lush Green,0.55,5752,hsv,72.5
14.4,432,Inconsistent Growth,0.55,55521,hsv,72.5
14.4,432,Inconsistent Growth,0.55,16718,hsv,72.5
14.4,432,Inconsistent Growth,0.55,6225,hsv,72.5
14.4,432,Inconsistent Growth,0.55,6115,hsv,72.5
14.4,432,Drought / Severe Stress,0.55,13089,hsv,72.5
14.4,432,Drought / Severe Stress,0.55,6721,hsv,72.5
14.4,432,Drought / Severe Stress,0.55,6224,hsv,72.5
14.5,435,Lush Green,0.55,99954,hsv,72.8
14.5,435,Lush Green,0.55,7097,hsv,72.8
14.5,435,Inconsistent Growth,0.55,47289,hsv,72.8
14.5,435,Inconsistent Growth,0.55,21276,hsv,72.8
14.5,435,Inconsistent Growth,0.55,5343,hsv,72.8
14.5,435,Inconsistent Growth,0.55,5281,hsv,72.8
14.5,435,Drought / Severe Stress,0.55,12585,hsv,72.8
14.5,435,Drought / Severe Stress,0.55,9507,hsv,72.8
14.5,435,Drought / Severe Stress,0.55,6606,hsv,72.8
14.6,438,Lush Green,0.55,98891,hsv,73.3
14.6,438,Lush Green,0.55,8721,hsv,73.3
14.6,438,Inconsistent Growth,0.55,57095,hsv,73.3
14.6,438,Inconsistent Growth,0.55,20488,hsv,73.3
14.6,438,Inconsistent Growth,0.55,4496,hsv,73.3
14.6,438,Drought / Severe Stress,0.55,17794,hsv,73.3
14.6,438,Drought / Severe Stress,0.55,9859,hsv,73.3
14.6,438,Bare Soil / Gap,0.55,5677,hsv,73.3
14.7,441,Lush Green,0.55,88883,hsv,72.5
14.7,441,Lush Green,0.55,10544,hsv,72.5
14.7,441,Lush Green,0.55,5067,hsv,72.5
14.7,441,Inconsistent Growth,0.55,51308,hsv,72.5
14.7,441,Inconsistent Growth,0.55,18938,hsv,72.5
14.7,441,Drought / Severe Stress,0.55,25606,hsv,72.5
14.7,441,Drought / Severe Stress,0.55,8739,hsv,72.5
14.7,441,Drought / Severe Stress,0.55,7366,hsv,72.5
14.8,444,Lush Green,0.55,87238,hsv,74.4
14.8,444,Lush Green,0.55,12680,hsv,74.4
14.8,444,Lush Green,0.55,6606,hsv,74.4
14.8,444,Inconsistent Growth,0.55,31080,hsv,74.4
14.8,444,Inconsistent Growth,0.55,24924,hsv,74.4
14.8,444,Inconsistent Growth,0.55,16723,hsv,74.4
14.8,444,Drought / Severe Stress,0.55,7057,hsv,74.4
14.8,444,Drought / Severe Stress,0.55,5439,hsv,74.4
14.9,447,Lush Green,0.55,83271,hsv,74.1
14.9,447,Lush Green,0.55,14990,hsv,74.1
14.9,447,Lush Green,0.55,8897,hsv,74.1
14.9,447,Lush Green,0.55,4161,hsv,74.1
14.9,447,Drought / Severe Stress,0.55,28296,hsv,74.1
14.9,447,Drought / Severe Stress,0.55,10977,hsv,74.1
14.9,447,Drought / Severe Stress,0.55,5101,hsv,74.1
14.9,447,Inconsistent Growth,0.55,22088,hsv,74.1
14.9,447,Inconsistent Growth,0.55,14269,hsv,74.1
14.9,447,Inconsistent Growth,0.55,13422,hsv,74.1
14.9,447,Bare Soil / Gap,0.55,4917,hsv,74.1
15.0,450,Lush Green,0.55,75894,hsv,73.3
15.0,450,Lush Green,0.55,21764,hsv,73.3
15.0,450,Lush Green,0.55,11358,hsv,73.3
15.0,450,Drought / Severe Stress,0.55,28720,hsv,73.3
15.0,450,Drought / Severe Stress,0.55,11654,hsv,73.3
15.0,450,Inconsistent Growth,0.55,23796,hsv,73.3
15.0,450,Inconsistent Growth,0.55,21784,hsv,73.3
15.0,450,Inconsistent Growth,0.55,14035,hsv,73.3
15.0,450,Inconsistent Growth,0.55,7901,hsv,73.3
15.0,450,Inconsistent Growth,0.55,4564,hsv,73.3
15.1,453,Lush Green,0.55,70036,hsv,72.8
15.1,453,Lush Green,0.55,18040,hsv,72.8
15.1,453,Lush Green,0.55,12677,hsv,72.8
15.1,453,Lush Green,0.55,4543,hsv,72.8
15.1,453,Drought / Severe Stress,0.55,31616,hsv,72.8
15.1,453,Drought / Severe Stress,0.55,12624,hsv,72.8
15.1,453,Inconsistent Growth,0.55,28112,hsv,72.8
15.1,453,Inconsistent Growth,0.55,11677,hsv,72.8
15.1,453,Inconsistent Growth,0.55,6353,hsv,72.8
15.1,453,Inconsistent Growth,0.55,4483,hsv,72.8
15.2,456,Lush Green,0.55,69200,hsv,71.7
15.2,456,Lush Green,0.55,18314,hsv,71.7
15.2,456,Lush Green,0.55,15250,hsv,71.7
15.2,456,Drought / Severe Stress,0.55,34031,hsv,71.7
15.2,456,Drought / Severe Stress,0.55,13430,hsv,71.7
15.2,456,Inconsistent Growth,0.55,29177,hsv,71.7
15.2,456,Inconsistent Growth,0.55,19442,hsv,71.7
15.2,456,Inconsistent Growth,0.55,11200,hsv,71.7
15.2,456,Inconsistent Growth,0.55,5497,hsv,71.7
15.2,456,Inconsistent Growth,0.55,4548,hsv,71.7
15.3,459,Lush Green,0.55,73471,hsv,71.4
15.3,459,Lush Green,0.55,18360,hsv,71.4
15.3,459,Lush Green,0.55,18360,hsv,71.4
15.3,459,Lush Green,0.55,4406,hsv,71.4
15.3,459,Drought / Severe Stress,0.55,35572,hsv,71.4
15.3,459,Drought / Severe Stress,0.55,15467,hsv,71.4
15.3,459,Inconsistent Growth,0.55,28443,hsv,71.4
15.3,459,Inconsistent Growth,0.55,15364,hsv,71.4
15.3,459,Inconsistent Growth,0.55,10879,hsv,71.4
15.3,459,Inconsistent Growth,0.55,9421,hsv,71.4
15.4,462,Lush Green,0.55,68130,hsv,71.3
15.4,462,Lush Green,0.55,21714,hsv,71.3
15.4,462,Lush Green,0.55,18306,hsv,71.3
15.4,462,Drought / Severe Stress,0.55,59613,hsv,71.3
15.4,462,Inconsistent Growth,0.55,15935,hsv,71.3
15.4,462,Inconsistent Growth,0.55,6903,hsv,71.3
15.5,465,Lush Green,0.55,71600,hsv,71.2
15.5,465,Lush Green,0.55,23308,hsv,71.2
15.5,465,Lush Green,0.55,18931,hsv,71.2
15.5,465,Drought / Severe Stress,0.55,40294,hsv,71.2
15.5,465,Drought / Severe Stress,0.55,15233,hsv,71.2
15.5,465,Inconsistent Growth,0.55,33006,hsv,71.2
15.5,465,Inconsistent Growth,0.55,13574,hsv,71.2
