frame,time_sec,fhi,class_dominant,n_dets,source_dominant
2,0.033,92.1,Lush Green,8,hsv-primary
4,0.1,92.43,Lush Green,6,hsv-primary
6,0.167,92.84100000000001,Lush Green,5,hsv-primary
8,0.233,93.24870000000001,Lush Green,6,hsv-primary
10,0.3,92.87409,Lush Green,7,hsv-primary
12,0.367,92.851863,Lush Green,7,hsv-primary
14,0.433,86.80630409999999,Inconsistent Growth,8,yolo-det
16,0.5,88.39441286999998,Lush Green,7,hsv-primary
18,0.567,88.24608900899999,Lush Green,11,hsv-primary
20,0.633,83.10226230629999,Inconsistent Growth,12,yolo-det
22,0.7,76.62158361440999,Inconsistent Growth,12,yolo-det
24,0.767,74.72510853008698,Inconsistent Growth,12,yolo-det
26,0.833,70.69757597106089,Inconsistent Growth,12,yolo-det
28,0.9,70.27830317974261,Inconsistent Growth,13,yolo-det
30,0.967,74.48481222581982,Lush Green,14,hsv-primary
32,1.033,78.02936855807387,Lush Green,16,hsv-primary
34,1.1,76.3705579906517,Inconsistent Growth,12,yolo-det
36,1.167,71.39939059345619,Inconsistent Growth,18,yolo-det
38,1.233,75.59957341541933,Lush Green,17,hsv-primary
40,1.3,78.08970139079352,Lush Green,14,hsv-primary
42,1.367,79.62279097355545,Lush Green,14,hsv-primary
44,1.433,82.16595368148882,Lush Green,13,hsv-primary
46,1.5,83.10616757704217,Lush Green,15,hsv-primary
48,1.567,83.13431730392952,Lush Green,14,hsv-primary
50,1.633,83.93402211275065,Lush Green,14,hsv-primary
52,1.7,86.62381547892545,Lush Green,11,hsv-primary
54,1.767,86.58667083524782,Lush Green,12,hsv-primary
56,1.833,85.69066958467346,Lush Green,13,hsv-primary
58,1.9,86.5634687092714,Lush Green,12,hsv-primary
60,1.967,85.82442809648998,Lush Green,16,hsv-primary
62,2.033,85.54709966754298,Lush Green,12,hsv-primary
64,2.1,84.84296976728008,Lush Green,13,hsv-primary
66,2.167,84.65007883709606,Lush Green,10,hsv-primary
68,2.233,84.09505518596724,Lush Green,14,hsv-primary
70,2.3,83.52653863017706,Lush Green,15,hsv-primary
72,2.367,83.63857704112394,Lush Green,12,hsv-primary
74,2.433,76.51700392878675,Inconsistent Growth,14,yolo-det
76,2.5,79.09190275015072,Lush Green,10,hsv-primary
78,2.567,80.8043319251055,Lush Green,10,hsv-primary
80,2.633,82.45303234757384,Lush Green,8,hsv-primary
82,2.7,83.87712264330169,Lush Green,9,hsv-primary
84,2.767,85.02398585031118,Lush Green,10,hsv-primary
86,2.833,85.76679009521783,Lush Green,10,hsv-primary
88,2.9,86.04675306665247,Lush Green,9,hsv-primary
90,2.967,85.76272714665673,Lush Green,11,hsv-primary
92,3.033,84.9639090026597,Lush Green,11,hsv-primary
94,3.1,84.28473630186178,Lush Green,11,hsv-primary
96,3.167,83.80931541130325,Lush Green,11,hsv-primary
98,3.233,83.08652078791226,Lush Green,13,hsv-primary
100,3.3,82.67056455153858,Lush Green,12,hsv-primary
102,3.367,83.729395186077,Lush Green,11,hsv-primary
104,3.433,84.3205766302539,Lush Green,10,hsv-primary
106,3.5,84.49440364117773,Lush Green,11,hsv-primary
108,3.567,84.6760825488244,Lush Green,11,hsv-primary
110,3.633,85.07325778417707,Lush Green,11,hsv-primary
112,3.7,84.45128044892394,Lush Green,11,hsv-primary
114,3.767,83.05589631424675,Lush Green,9,hsv-primary
116,3.833,85.07912741997272,Lush Green,9,hsv-primary
118,3.9,83.6453891939809,Lush Green,12,hsv-primary
120,3.967,80.66177243578663,Lush Green,13,hsv-primary
122,4.033,78.30324070505064,Lush Green,11,hsv-primary
124,4.1,76.35226849353545,Lush Green,13,hsv-primary
126,4.167,76.09658794547481,Lush Green,12,hsv-primary
128,4.233,76.45761156183235,Lush Green,12,hsv-primary
130,4.3,75.96032809328264,Lush Green,11,hsv-primary
132,4.367,76.24222966529786,Lush Green,11,hsv-primary
134,4.433,76.2295607657085,Lush Green,11,hsv-primary
136,4.5,75.08069253599595,Lush Green,12,hsv-primary
138,4.567,73.28648477519715,Lush Green,15,hsv-primary
140,4.633,71.64053934263801,Lush Green,16,hsv-primary
142,4.7,70.5483775398466,Lush Green,13,hsv-primary
144,4.767,68.85386427789261,Lush Green,13,hsv-primary
146,4.833,67.33770499452483,Lush Green,13,hsv-primary
148,4.9,65.82639349616738,Lush Green,13,hsv-primary
150,4.967,65.30847544731716,Lush Green,14,hsv-primary
152,5.033,63.985932813122005,Drought / Severe Stress,13,hsv-primary
154,5.1,59.9701529691854,Drought / Severe Stress,13,hsv-primary
156,5.167,56.58910707842978,Drought / Severe Stress,12,hsv-primary
158,5.233,54.34237495490085,Drought / Severe Stress,12,hsv-primary
160,5.3,56.27966246843059,Drought / Severe Stress,13,hsv-primary
162,5.367,54.45576372790141,Drought / Severe Stress,13,hsv-primary
164,5.433,56.17903460953099,Drought / Severe Stress,14,hsv-primary
166,5.5,57.775324226671685,Drought / Severe Stress,15,hsv-primary
168,5.567,55.41272695867018,Drought / Severe Stress,10,hsv-primary
170,5.633,54.32890887106912,Drought / Severe Stress,13,hsv-primary
172,5.7,53.96023620974838,Drought / Severe Stress,12,hsv-primary
174,5.767,55.682165346823865,Drought / Severe Stress,12,hsv-primary
176,5.833,54.9975157427767,Drought / Severe Stress,10,hsv-primary
178,5.9,57.72826101994368,Drought / Severe Stress,13,hsv-primary
180,5.967,59.54978271396057,Drought / Severe Stress,14,hsv-primary
182,6.033,58.42484789977239,Drought / Severe Stress,11,hsv-primary
184,6.1,57.907393529840675,Drought / Severe Stress,12,hsv-primary
186,6.167,56.91517547088847,Drought / Severe Stress,14,hsv-primary
188,6.233,55.710622829621926,Drought / Severe Stress,13,hsv-primary
190,6.3,57.537435980735346,Drought / Severe Stress,14,hsv-primary
192,6.367,57.73620518651474,Drought / Severe Stress,14,hsv-primary
194,6.433,57.695343630560316,Drought / Severe Stress,12,hsv-primary
196,6.5,53.52674054139222,Drought / Severe Stress,14,hsv-primary
198,6.567,53.93871837897455,Drought / Severe Stress,14,hsv-primary
200,6.633,56.297102865282184,Drought / Severe Stress,16,hsv-primary
202,6.7,58.21797200569752,Drought / Severe Stress,17,hsv-primary
204,6.767,58.00258040398826,Drought / Severe Stress,13,hsv-primary
206,6.833,59.38180628279178,Drought / Severe Stress,15,hsv-primary
208,6.9,58.00726439795424,Drought / Severe Stress,13,hsv-primary
210,6.967,56.05508507856797,Drought / Severe Stress,14,hsv-primary
212,7.033,54.65855955499758,Drought / Severe Stress,11,hsv-primary
214,7.1,53.9509916884983,Drought / Severe Stress,10,hsv-primary
216,7.167,56.00569418194881,Drought / Severe Stress,10,hsv-primary
218,7.233,57.44398592736417,Drought / Severe Stress,12,hsv-primary
220,7.3,57.07079014915492,Drought / Severe Stress,13,hsv-primary
222,7.367,58.669553104408436,Drought / Severe Stress,10,hsv-primary
224,7.433,59.788687173085904,Drought / Severe Stress,11,hsv-primary
226,7.5,60.60208102116013,Drought / Severe Stress,12,hsv-primary
228,7.567,61.56145671481208,Drought / Severe Stress,12,hsv-primary
230,7.633,60.94301970036845,Drought / Severe Stress,9,hsv-primary
232,7.7,61.32011379025792,Bare Soil / Gap,10,hsv-primary
234,7.767,62.78407965318054,Bare Soil / Gap,14,hsv-primary
236,7.833,63.08885575722637,Bare Soil / Gap,13,hsv-primary
238,7.9,64.95219903005845,Bare Soil / Gap,11,hsv-primary
240,7.967,66.6465393210409,Bare Soil / Gap,10,hsv-primary
242,8.033,68.49257752472863,Bare Soil / Gap,11,hsv-primary
244,8.1,73.53480426731004,Bare Soil / Gap,10,hsv-primary
246,8.167,77.36436298711702,Bare Soil / Gap,10,hsv-primary
248,8.233,80.76505409098192,Lush Green,10,hsv-primary
250,8.3,83.41553786368733,Lush Green,12,hsv-primary
252,8.367,83.35087650458112,Lush Green,13,hsv-primary
254,8.433,81.95561355320677,Lush Green,16,hsv-primary
256,8.5,80.37892948724473,Lush Green,14,hsv-primary
258,8.567,80.38525064107131,Lush Green,14,hsv-primary
260,8.633,80.83967544874992,Lush Green,13,hsv-primary
262,8.7,81.39777281412493,Lush Green,15,hsv-primary
264,8.767,80.40844096988745,Lush Green,17,hsv-primary
266,8.833,79.65590867892121,Lush Green,17,hsv-primary
268,8.9,80.14913607524484,Lush Green,13,hsv-primary
270,8.967,81.24439525267138,Lush Green,13,hsv-primary
272,9.033,79.88107667686997,Lush Green,13,hsv-primary
274,9.1,78.53675367380897,Lush Green,11,hsv-primary
276,9.167,79.03572757166627,Lush Green,12,hsv-primary
278,9.233,79.71500930016639,Lush Green,10,hsv-primary
280,9.3,80.91050651011648,Lush Green,10,hsv-primary
282,9.367,81.65735455708153,Lush Green,11,hsv-primary
284,9.433,81.76014818995706,Lush Green,11,hsv-primary
286,9.5,81.86210373296994,Lush Green,8,hsv-primary
288,9.567,82.53347261307894,Lush Green,7,hsv-primary
290,9.633,83.00343082915525,Lush Green,7,hsv-primary
292,9.7,83.57240158040867,Lush Green,6,hsv-primary
294,9.767,83.70068110628605,Lush Green,9,hsv-primary
296,9.833,83.85047677440024,Lush Green,8,hsv-primary
298,9.9,83.77533374208016,Lush Green,9,hsv-primary
300,9.967,84.11273361945611,Lush Green,9,hsv-primary
302,10.033,84.16891353361927,Lush Green,10,hsv-primary
304,10.1,85.82823947353349,Lush Green,6,hsv-primary
306,10.167,83.92976763147344,Lush Green,11,hsv-primary
308,10.233,83.5008373420314,Lush Green,11,hsv-primary
310,10.3,81.37058613942199,Lush Green,12,hsv-primary
312,10.367,80.05941029759539,Lush Green,12,hsv-primary
314,10.433,81.06158720831677,Lush Green,12,hsv-primary
316,10.5,79.63311104582174,Lush Green,12,hsv-primary
318,10.567,78.57317773207521,Lush Green,12,hsv-primary
320,10.633,78.85122441245264,Lush Green,10,hsv-primary
322,10.7,80.39585708871684,Lush Green,9,hsv-primary
324,10.767,81.17709996210178,Lush Green,9,hsv-primary
326,10.833,83.94396997347124,Lush Green,9,hsv-primary
328,10.9,83.21077898142987,Lush Green,9,hsv-primary
330,10.967,82.6075452870009,Lush Green,8,hsv-primary
332,11.033,82.12528170090063,Lush Green,10,hsv-primary
334,11.1,81.87769719063043,Lush Green,9,hsv-primary
336,11.167,81.5243880334413,Lush Green,9,hsv-primary
338,11.233,81.6070716234089,Lush Green,10,hsv-primary
340,11.3,83.40495013638622,Lush Green,9,hsv-primary
342,11.367,84.48346509547035,Lush Green,10,hsv-primary
344,11.433,82.14842556682925,Lush Green,7,hsv-primary
346,11.5,81.32389789678047,Lush Green,10,hsv-primary
348,11.567,82.96672852774631,Lush Green,10,hsv-primary
350,11.633,84.50670996942242,Lush Green,10,hsv-primary
352,11.7,85.88469697859568,Lush Green,9,hsv-primary
354,11.767,84.08928788501697,Lush Green,10,hsv-primary
356,11.833,82.95250151951187,Lush Green,9,hsv-primary
358,11.9,82.6067510636583,Lush Green,10,hsv-primary
360,11.967,82.4847257445608,Lush Green,10,hsv-primary
362,12.033,82.60930802119256,Lush Green,10,hsv-primary
364,12.1,82.3365156148348,Lush Green,9,hsv-primary
366,12.167,82.47556093038435,Lush Green,10,hsv-primary
368,12.233,83.14289265126904,Lush Green,8,hsv-primary
370,12.3,84.42002485588833,Lush Green,6,hsv-primary
372,12.367,84.62401739912183,Lush Green,6,hsv-primary
374,12.433,85.27681217938527,Lush Green,5,hsv-primary
376,12.5,86.03376852556968,Lush Green,4,hsv-primary
378,12.567,86.05363796789877,Lush Green,5,hsv-primary
380,12.633,85.64754657752913,Lush Green,7,hsv-primary
382,12.7,85.51328260427039,Lush Green,7,hsv-primary
384,12.767,85.62929782298927,Lush Green,6,hsv-primary
386,12.833,85.86050847609249,Lush Green,6,hsv-primary
388,12.9,86.05235593326474,Lush Green,6,hsv-primary
390,12.967,86.30664915328532,Lush Green,6,hsv-primary
392,13.033,86.09465440729971,Lush Green,7,hsv-primary
394,13.1,86.1862580851098,Lush Green,5,hsv-primary
396,13.167,85.77038065957686,Lush Green,6,hsv-primary
398,13.233,85.7192664617038,Lush Green,7,hsv-primary
400,13.3,85.80348652319266,Lush Green,6,hsv-primary
402,13.367,86.64244056623485,Lush Green,5,hsv-primary
404,13.433,86.5697083963644,Lush Green,6,hsv-primary
406,13.5,86.33879587745508,Lush Green,5,hsv-primary
408,13.567,86.44715711421856,Lush Green,5,hsv-primary
410,13.633,86.49300997995297,Lush Green,8,hsv-primary
412,13.7,86.49510698596707,Lush Green,8,hsv-primary
414,13.767,86.70657489017694,Lush Green,7,hsv-primary
416,13.833,87.09460242312386,Lush Green,9,hsv-primary
418,13.9,86.5562216961867,Lush Green,8,hsv-primary
420,13.967,86.74935518733068,Lush Green,6,hsv-primary
422,14.033,86.58454863113147,Lush Green,9,hsv-primary
424,14.1,87.36918404179202,Lush Green,8,hsv-primary
426,14.167,87.61842882925441,Lush Green,8,hsv-primary
428,14.233,89.17290018047808,Lush Green,8,hsv-primary
430,14.3,90.32103012633465,Lush Green,10,hsv-primary
432,14.367,91.06472108843425,Lush Green,7,hsv-primary
434,14.433,91.10530476190397,Lush Green,10,hsv-primary
436,14.5,91.19371333333277,Lush Green,10,hsv-primary
438,14.567,92.09559933333293,Lush Green,9,hsv-primary
440,14.633,92.15691953333304,Lush Green,10,hsv-primary
442,14.7,92.10984367333312,Lush Green,11,hsv-primary
444,14.767,91.71689057133317,Lush Green,11,hsv-primary
446,14.833,91.77182339993323,Lush Green,10,hsv-primary
448,14.9,91.60027637995326,Lush Green,11,hsv-primary
450,14.967,91.57019346596728,Lush Green,12,hsv-primary
452,15.033,90.79913542617709,Lush Green,13,hsv-primary
454,15.1,82.00939479832395,Inconsistent Growth,13,yolo-det
456,15.167,83.89657635882676,Lush Green,10,hsv-primary
458,15.233,85.60760345117873,Lush Green,9,hsv-primary
460,15.3,85.3653224158251,Lush Green,13,hsv-primary
462,15.367,85.16572569107757,Lush Green,12,hsv-primary
464,15.433,85.3560079837543,Lush Green,13,hsv-primary
