frame,time_sec,fhi,class_dominant,n_dets,source_dominant
318,10.567,84.05628717579476,Lush Green,13,hsv-primary
320,10.633,84.06940102305633,Lush Green,10,hsv-primary
322,10.7,87.49858071613943,Lush Green,8,hsv-primary
324,10.767,88.33900650129759,Lush Green,9,hsv-primary
326,10.833,89.9773045509083,Lush Green,9,hsv-primary
328,10.9,89.9241131856358,Lush Green,9,hsv-primary
330,10.967,89.85687922994506,Lush Green,8,hsv-primary
332,11.033,89.59981546096154,Lush Green,10,hsv-primary
334,11.1,89.50987082267307,Lush Green,9,hsv-primary
336,11.167,89.35690957587114,Lush Green,9,hsv-primary
338,11.233,89.3398367031098,Lush Green,10,hsv-primary
340,11.3,89.26788569217685,Lush Green,9,hsv-primary
342,11.367,89.42751998452378,Lush Green,10,hsv-primary
344,11.433,88.21926398916665,Lush Green,7,hsv-primary
346,11.5,87.43348479241665,Lush Green,10,hsv-primary
348,11.567,88.41343935469166,Lush Green,10,hsv-primary
350,11.633,89.60940754828417,Lush Green,10,hsv-primary
352,11.7,90.29658528379892,Lush Green,9,hsv-primary
354,11.767,90.23760969865924,Lush Green,9,hsv-primary
356,11.833,90.40632678906147,Lush Green,8,hsv-primary
358,11.9,89.41442875234303,Lush Green,10,hsv-primary
360,11.967,88.78010012664012,Lush Green,10,hsv-primary
362,12.033,88.45607008864808,Lush Green,10,hsv-primary
364,12.1,87.89924906205366,Lush Green,9,hsv-primary
366,12.167,87.80947434343756,Lush Green,10,hsv-primary
368,12.233,89.27663204040628,Lush Green,6,hsv-primary
370,12.3,89.58364242828439,Lush Green,6,hsv-primary
372,12.367,89.43854969979907,Lush Green,6,hsv-primary
374,12.433,90.65698478985935,Lush Green,4,hsv-primary
376,12.5,90.90988935290154,Lush Green,4,hsv-primary
378,12.567,91.68692254703107,Lush Green,4,hsv-primary
380,12.633,91.51084578292175,Lush Green,6,hsv-primary
382,12.7,91.56759204804523,Lush Green,6,hsv-primary
384,12.767,91.90731443363165,Lush Green,5,hsv-primary
386,12.833,91.18512010354215,Lush Green,6,hsv-primary
388,12.9,90.7995840724795,Lush Green,6,hsv-primary
390,12.967,90.67970885073565,Lush Green,6,hsv-primary
392,13.033,90.98579619551495,Lush Green,6,hsv-primary
394,13.1,90.75005733686046,Lush Green,5,hsv-primary
396,13.167,90.94504013580232,Lush Green,5,hsv-primary
398,13.233,89.34152809506162,Lush Green,7,hsv-primary
400,13.3,90.34906966654313,Lush Green,5,hsv-primary
402,13.367,90.87434876658018,Lush Green,5,hsv-primary
404,13.433,91.48204413660612,Lush Green,5,hsv-primary
406,13.5,91.81743089562428,Lush Green,4,hsv-primary
408,13.567,92.142201626937,Lush Green,4,hsv-primary
410,13.633,90.4795411388559,Lush Green,8,hsv-primary
412,13.7,90.21567879719912,Lush Green,7,hsv-primary
414,13.767,91.02097515803938,Lush Green,6,hsv-primary
416,13.833,90.11468261062757,Lush Green,9,hsv-primary
418,13.9,90.14027782743929,Lush Green,7,hsv-primary
420,13.967,89.5281944792075,Lush Green,6,hsv-primary
422,14.033,88.94973613544525,Lush Green,9,hsv-primary
424,14.1,88.21481529481167,Lush Green,9,hsv-primary
426,14.167,88.21037070636817,Lush Green,8,hsv-primary
428,14.233,88.08725949445771,Lush Green,9,hsv-primary
430,14.3,87.88108164612039,Lush Green,11,hsv-primary
432,14.367,89.35675715228427,Lush Green,7,hsv-primary
434,14.433,88.43973000659898,Lush Green,12,hsv-primary
436,14.5,87.82781100461929,Lush Green,12,hsv-primary
438,14.567,87.5794677032335,Lush Green,10,hsv-primary
440,14.633,89.35562739226344,Lush Green,10,hsv-primary
442,14.7,90.74893917458441,Lush Green,12,hsv-primary
444,14.767,91.33425742220908,Lush Green,11,hsv-primary
446,14.833,91.71398019554634,Lush Green,11,hsv-primary
448,14.9,89.90978613688245,Lush Green,13,hsv-primary
450,14.967,90.80685029581771,Lush Green,12,hsv-primary
452,15.033,89.0647952070724,Lush Green,14,hsv-primary
454,15.1,80.88535664495066,Inconsistent Growth,13,yolo-det
456,15.167,83.76974965146546,Lush Green,10,hsv-primary
458,15.233,83.95882475602582,Lush Green,10,hsv-primary
460,15.3,77.25117732921807,Inconsistent Growth,15,yolo-det
462,15.367,72.43582413045264,Inconsistent Growth,15,yolo-det
464,15.433,69.21507689131685,Inconsistent Growth,14,yolo-det
