t,frame,class,conf,area,source,fhi
3.6,108,Lush Green,0.44,27066,hsv-fallback,76.2
3.6,108,Lush Green,0.44,62732,hsv-fallback,76.2
3.6,108,Bare Soil / Gap,0.419,2277,hsv-fallback,76.2
3.6,108,Inconsistent Growth,0.418,9153,hsv-fallback,76.2
3.6,108,Lush Green,0.38,7224,hsv-fallback,76.2
3.6,108,Inconsistent Growth,0.38,9543,hsv-fallback,76.2
3.6,108,Inconsistent Growth,0.38,4524,hsv-fallback,76.2
3.6,108,Drought / Severe Stress,0.38,22726,hsv-fallback,76.2
3.6,108,Drought / Severe Stress,0.38,2280,hsv-fallback,76.2
3.6,108,Inconsistent Growth,0.38,2575,hsv-fallback,76.2
3.6,108,Inconsistent Growth,0.38,2915,hsv-fallback,76.2
3.67,110,Bare Soil / Gap,0.474,5420,hsv-fallback,74.5
3.67,110,Inconsistent Growth,0.471,3623,hsv-fallback,74.5
3.67,110,Drought / Severe Stress,0.465,3929,hsv-fallback,74.5
3.67,110,Lush Green,0.44,24050,hsv-fallback,74.5
3.67,110,Inconsistent Growth,0.44,17812,hsv-fallback,74.5
3.67,110,Lush Green,0.44,28200,hsv-fallback,74.5
3.67,110,Lush Green,0.44,59970,hsv-fallback,74.5
3.67,110,Drought / Severe Stress,0.427,7198,hsv-fallback,74.5
3.67,110,Drought / Severe Stress,0.407,4155,hsv-fallback,74.5
3.67,110,Drought / Severe Stress,0.39,22630,hsv-fallback,74.5
3.67,110,Inconsistent Growth,0.388,8905,hsv-fallback,74.5
3.67,110,Lush Green,0.38,7002,hsv-fallback,74.5
3.67,110,Drought / Severe Stress,0.38,11818,hsv-fallback,74.5
3.67,110,Inconsistent Growth,0.38,6784,hsv-fallback,74.5
3.67,110,Inconsistent Growth,0.38,4861,hsv-fallback,74.5
3.67,110,Drought / Severe Stress,0.38,3078,hsv-fallback,74.5
3.67,110,Inconsistent Growth,0.38,2724,hsv-fallback,74.5
3.67,110,Inconsistent Growth,0.38,2258,hsv-fallback,74.5
3.73,112,Inconsistent Growth,0.473,3188,hsv-fallback,74.3
3.73,112,Drought / Severe Stress,0.468,9146,hsv-fallback,74.3
3.73,112,Bare Soil / Gap,0.465,3585,hsv-fallback,74.3
3.73,112,Lush Green,0.44,59191,hsv-fallback,74.3
3.73,112,Drought / Severe Stress,0.44,17831,hsv-fallback,74.3
3.73,112,Lush Green,0.44,23946,hsv-fallback,74.3
3.73,112,Lush Green,0.44,26229,hsv-fallback,74.3
3.73,112,Inconsistent Growth,0.424,6887,hsv-fallback,74.3
3.73,112,Drought / Severe Stress,0.403,2877,hsv-fallback,74.3
3.73,112,Inconsistent Growth,0.396,8339,hsv-fallback,74.3
3.73,112,Lush Green,0.38,6813,hsv-fallback,74.3
3.73,112,Drought / Severe Stress,0.38,22214,hsv-fallback,74.3
3.73,112,Drought / Severe Stress,0.38,3842,hsv-fallback,74.3
3.73,112,Inconsistent Growth,0.38,4403,hsv-fallback,74.3
3.73,112,Bare Soil / Gap,0.38,2551,hsv-fallback,74.3
3.8,114,Inconsistent Growth,0.472,3125,hsv-fallback,76.3
3.8,114,Bare Soil / Gap,0.466,2626,hsv-fallback,76.3
3.8,114,Drought / Severe Stress,0.449,4627,hsv-fallback,76.3
3.8,114,Drought / Severe Stress,0.447,12562,hsv-fallback,76.3
3.8,114,Lush Green,0.44,21551,hsv-fallback,76.3
3.8,114,Lush Green,0.44,60762,hsv-fallback,76.3
3.8,114,Lush Green,0.44,25305,hsv-fallback,76.3
3.8,114,Inconsistent Growth,0.413,8562,hsv-fallback,76.3
3.8,114,Drought / Severe Stress,0.38,21724,hsv-fallback,76.3
3.8,114,Lush Green,0.38,6695,hsv-fallback,76.3
3.8,114,Lush Green,0.38,1829,hsv-fallback,76.3
3.8,114,Inconsistent Growth,0.38,5222,hsv-fallback,76.3
3.8,114,Inconsistent Growth,0.38,4472,hsv-fallback,76.3
3.8,114,Inconsistent Growth,0.38,1978,hsv-fallback,76.3
3.8,114,Bare Soil / Gap,0.38,2517,hsv-fallback,76.3
3.87,116,Bare Soil / Gap,0.472,2494,hsv-fallback,74.6
3.87,116,Drought / Severe Stress,0.47,8417,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.469,3708,hsv-fallback,74.6
3.87,116,Lush Green,0.44,21394,hsv-fallback,74.6
3.87,116,Drought / Severe Stress,0.44,19399,hsv-fallback,74.6
3.87,116,Lush Green,0.44,23555,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.44,20444,hsv-fallback,74.6
3.87,116,Lush Green,0.44,59637,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.437,2014,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.423,3804,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.417,8704,hsv-fallback,74.6
3.87,116,Lush Green,0.38,6600,hsv-fallback,74.6
3.87,116,Drought / Severe Stress,0.38,21344,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.38,4699,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.38,2188,hsv-fallback,74.6
3.87,116,Lush Green,0.38,2043,hsv-fallback,74.6
3.87,116,Inconsistent Growth,0.38,1831,hsv-fallback,74.6
3.87,116,Bare Soil / Gap,0.38,2680,hsv-fallback,74.6
3.93,118,Inconsistent Growth,0.471,3703,hsv-fallback,75.5
3.93,118,Drought / Severe Stress,0.467,8194,hsv-fallback,75.5
3.93,118,Drought / Severe Stress,0.464,4885,hsv-fallback,75.5
3.93,118,Lush Green,0.44,55224,hsv-fallback,75.5
3.93,118,Lush Green,0.44,21803,hsv-fallback,75.5
3.93,118,Lush Green,0.44,23276,hsv-fallback,75.5
3.93,118,Inconsistent Growth,0.44,20071,hsv-fallback,75.5
3.93,118,Inconsistent Growth,0.435,3351,hsv-fallback,75.5
3.93,118,Lush Green,0.431,4223,hsv-fallback,75.5
3.93,118,Lush Green,0.38,6530,hsv-fallback,75.5
3.93,118,Drought / Severe Stress,0.38,20886,hsv-fallback,75.5
3.93,118,Inconsistent Growth,0.38,9075,hsv-fallback,75.5
3.93,118,Inconsistent Growth,0.38,7876,hsv-fallback,75.5
3.93,118,Inconsistent Growth,0.38,2139,hsv-fallback,75.5
3.93,118,Bare Soil / Gap,0.38,4556,hsv-fallback,75.5
4.0,120,Drought / Severe Stress,0.472,9378,hsv-fallback,74.3
4.0,120,Inconsistent Growth,0.452,3614,hsv-fallback,74.3
4.0,120,Lush Green,0.44,23034,hsv-fallback,74.3
4.0,120,Lush Green,0.44,49337,hsv-fallback,74.3
4.0,120,Drought / Severe Stress,0.44,22787,hsv-fallback,74.3
4.0,120,Lush Green,0.44,23144,hsv-fallback,74.3
4.0,120,Inconsistent Growth,0.427,2293,hsv-fallback,74.3
4.0,120,Inconsistent Growth,0.389,7884,hsv-fallback,74.3
4.0,120,Lush Green,0.38,3035,hsv-fallback,74.3
4.0,120,Lush Green,0.38,6287,hsv-fallback,74.3
4.0,120,Lush Green,0.38,2237,hsv-fallback,74.3
4.0,120,Drought / Severe Stress,0.38,20376,hsv-fallback,74.3
4.0,120,Inconsistent Growth,0.38,6499,hsv-fallback,74.3
4.0,120,Inconsistent Growth,0.38,2514,hsv-fallback,74.3
4.0,120,Inconsistent Growth,0.38,1832,hsv-fallback,74.3
4.0,120,Bare Soil / Gap,0.38,3194,hsv-fallback,74.3
4.07,122,Inconsistent Growth,0.475,3448,hsv-fallback,75.0
4.07,122,Drought / Severe Stress,0.467,9683,hsv-fallback,75.0
4.07,122,Lush Green,0.459,23914,hsv-fallback,75.0
4.07,122,Drought / Severe Stress,0.442,5087,hsv-fallback,75.0
4.07,122,Lush Green,0.44,24681,hsv-fallback,75.0
4.07,122,Lush Green,0.44,45779,hsv-fallback,75.0
4.07,122,Inconsistent Growth,0.44,18368,hsv-fallback,75.0
4.07,122,Inconsistent Growth,0.394,8198,hsv-fallback,75.0
4.07,122,Lush Green,0.38,3614,hsv-fallback,75.0
4.07,122,Lush Green,0.38,2145,hsv-fallback,75.0
4.07,122,Lush Green,0.38,6029,hsv-fallback,75.0
4.07,122,Drought / Severe Stress,0.38,20492,hsv-fallback,75.0
4.07,122,Inconsistent Growth,0.38,8295,hsv-fallback,75.0
4.07,122,Inconsistent Growth,0.38,6485,hsv-fallback,75.0
4.07,122,Bare Soil / Gap,0.38,5371,hsv-fallback,75.0
4.13,124,Inconsistent Growth,0.466,4059,hsv-fallback,74.4
4.13,124,Lush Green,0.461,29443,hsv-fallback,74.4
4.13,124,Drought / Severe Stress,0.457,9934,hsv-fallback,74.4
4.13,124,Drought / Severe Stress,0.442,5209,hsv-fallback,74.4
4.13,124,Lush Green,0.44,23038,hsv-fallback,74.4
4.13,124,Inconsistent Growth,0.44,15504,hsv-fallback,74.4
4.13,124,Lush Green,0.44,33911,hsv-fallback,74.4
4.13,124,Inconsistent Growth,0.396,7578,hsv-fallback,74.4
4.13,124,Inconsistent Growth,0.391,8824,hsv-fallback,74.4
4.13,124,Lush Green,0.38,2211,hsv-fallback,74.4
4.13,124,Lush Green,0.38,5980,hsv-fallback,74.4
4.13,124,Lush Green,0.38,2126,hsv-fallback,74.4
4.13,124,Drought / Severe Stress,0.38,20175,hsv-fallback,74.4
4.13,124,Inconsistent Growth,0.38,8570,hsv-fallback,74.4
4.13,124,Inconsistent Growth,0.38,4111,hsv-fallback,74.4
4.13,124,Bare Soil / Gap,0.38,4697,hsv-fallback,74.4
4.2,126,Inconsistent Growth,0.47,4045,hsv-fallback,70.6
4.2,126,Drought / Severe Stress,0.463,10202,hsv-fallback,70.6
4.2,126,Lush Green,0.457,29733,hsv-fallback,70.6
4.2,126,Drought / Severe Stress,0.44,38675,hsv-fallback,70.6
4.2,126,Lush Green,0.44,22172,hsv-fallback,70.6
4.2,126,Lush Green,0.44,31031,hsv-fallback,70.6
4.2,126,Inconsistent Growth,0.389,4858,hsv-fallback,70.6
4.2,126,Inconsistent Growth,0.384,10243,hsv-fallback,70.6
4.2,126,Lush Green,0.38,5833,hsv-fallback,70.6
4.2,126,Drought / Severe Stress,0.38,19668,hsv-fallback,70.6
4.2,126,Lush Green,0.38,3548,hsv-fallback,70.6
4.2,126,Lush Green,0.38,2028,hsv-fallback,70.6
4.2,126,Inconsistent Growth,0.38,8770,hsv-fallback,70.6
4.2,126,Inconsistent Growth,0.38,2707,hsv-fallback,70.6
4.2,126,Inconsistent Growth,0.38,2196,hsv-fallback,70.6
4.2,126,Inconsistent Growth,0.38,1836,hsv-fallback,70.6
4.2,126,Bare Soil / Gap,0.38,4542,hsv-fallback,70.6
4.27,128,Inconsistent Growth,0.474,3348,hsv-fallback,72.5
4.27,128,Drought / Severe Stress,0.462,5437,hsv-fallback,72.5
4.27,128,Lush Green,0.44,21448,hsv-fallback,72.5
4.27,128,Lush Green,0.44,29852,hsv-fallback,72.5
4.27,128,Inconsistent Growth,0.44,22584,hsv-fallback,72.5
4.27,128,Lush Green,0.44,27108,hsv-fallback,72.5
4.27,128,Inconsistent Growth,0.424,1848,hsv-fallback,72.5
4.27,128,Drought / Severe Stress,0.383,10080,hsv-fallback,72.5
4.27,128,Lush Green,0.38,5806,hsv-fallback,72.5
4.27,128,Lush Green,0.38,6136,hsv-fallback,72.5
4.27,128,Drought / Severe Stress,0.38,19110,hsv-fallback,72.5
4.27,128,Lush Green,0.38,3578,hsv-fallback,72.5
4.27,128,Lush Green,0.38,1943,hsv-fallback,72.5
4.27,128,Lush Green,0.38,2398,hsv-fallback,72.5
4.27,128,Inconsistent Growth,0.38,10552,hsv-fallback,72.5
4.27,128,Inconsistent Growth,0.38,8463,hsv-fallback,72.5
4.27,128,Inconsistent Growth,0.38,3302,hsv-fallback,72.5
4.27,128,Bare Soil / Gap,0.38,6385,hsv-fallback,72.5
4.33,130,Inconsistent Growth,0.473,3233,hsv-fallback,69.3
4.33,130,Drought / Severe Stress,0.464,9833,hsv-fallback,69.3
4.33,130,Lush Green,0.44,28051,hsv-fallback,69.3
4.33,130,Drought / Severe Stress,0.44,40678,hsv-fallback,69.3
4.33,130,Lush Green,0.44,21480,hsv-fallback,69.3
4.33,130,Lush Green,0.44,34031,hsv-fallback,69.3
4.33,130,Inconsistent Growth,0.427,7446,hsv-fallback,69.3
4.33,130,Bare Soil / Gap,0.42,4649,hsv-fallback,69.3
4.33,130,Drought / Severe Stress,0.38,18674,hsv-fallback,69.3
4.33,130,Drought / Severe Stress,0.38,1982,hsv-fallback,69.3
4.33,130,Lush Green,0.38,5544,hsv-fallback,69.3
4.33,130,Lush Green,0.38,2240,hsv-fallback,69.3
4.33,130,Inconsistent Growth,0.38,10930,hsv-fallback,69.3
4.33,130,Inconsistent Growth,0.38,7898,hsv-fallback,69.3
4.4,132,Lush Green,0.473,20758,hsv-fallback,71.0
4.4,132,Inconsistent Growth,0.473,3345,hsv-fallback,71.0
4.4,132,Drought / Severe Stress,0.467,6156,hsv-fallback,71.0
4.4,132,Lush Green,0.44,20583,hsv-fallback,71.0
4.4,132,Inconsistent Growth,0.44,22916,hsv-fallback,71.0
4.4,132,Lush Green,0.44,30453,hsv-fallback,71.0
4.4,132,Inconsistent Growth,0.418,12018,hsv-fallback,71.0
4.4,132,Inconsistent Growth,0.398,1872,hsv-fallback,71.0
4.4,132,Drought / Severe Stress,0.388,9676,hsv-fallback,71.0
4.4,132,Lush Green,0.38,5266,hsv-fallback,71.0
4.4,132,Drought / Severe Stress,0.38,18273,hsv-fallback,71.0
4.4,132,Lush Green,0.38,5477,hsv-fallback,71.0
4.4,132,Lush Green,0.38,1814,hsv-fallback,71.0
4.4,132,Inconsistent Growth,0.38,8131,hsv-fallback,71.0
4.4,132,Bare Soil / Gap,0.38,6605,hsv-fallback,71.0
4.47,134,Inconsistent Growth,0.471,3609,hsv-fallback,67.8
4.47,134,Inconsistent Growth,0.464,5130,hsv-fallback,67.8
4.47,134,Drought / Severe Stress,0.44,47042,hsv-fallback,67.8
4.47,134,Lush Green,0.44,20384,hsv-fallback,67.8
4.47,134,Lush Green,0.44,30590,hsv-fallback,67.8
4.47,134,Lush Green,0.44,33636,hsv-fallback,67.8
4.47,134,Drought / Severe Stress,0.427,9596,hsv-fallback,67.8
4.47,134,Drought / Severe Stress,0.38,18010,hsv-fallback,67.8
4.47,134,Lush Green,0.38,5411,hsv-fallback,67.8
4.47,134,Drought / Severe Stress,0.38,1939,hsv-fallback,67.8
4.47,134,Lush Green,0.38,5252,hsv-fallback,67.8
4.47,134,Inconsistent Growth,0.38,13577,hsv-fallback,67.8
4.47,134,Inconsistent Growth,0.38,11643,hsv-fallback,67.8
4.47,134,Inconsistent Growth,0.38,6558,hsv-fallback,67.8
4.47,134,Inconsistent Growth,0.38,8526,hsv-fallback,67.8
4.47,134,Inconsistent Growth,0.38,2273,hsv-fallback,67.8
4.47,134,Inconsistent Growth,0.38,2163,hsv-fallback,67.8
4.47,134,Bare Soil / Gap,0.38,5119,hsv-fallback,67.8
4.53,136,Inconsistent Growth,0.47,3218,hsv-fallback,66.0
4.53,136,Drought / Severe Stress,0.461,9671,hsv-fallback,66.0
4.53,136,Lush Green,0.459,34224,hsv-fallback,66.0
4.53,136,Lush Green,0.44,28004,hsv-fallback,66.0
4.53,136,Lush Green,0.44,20185,hsv-fallback,66.0
4.53,136,Drought / Severe Stress,0.44,47660,hsv-fallback,66.0
4.53,136,Inconsistent Growth,0.44,12325,hsv-fallback,66.0
4.53,136,Inconsistent Growth,0.435,15063,hsv-fallback,66.0
4.53,136,Bare Soil / Gap,0.392,4572,hsv-fallback,66.0
4.53,136,Lush Green,0.38,5111,hsv-fallback,66.0
4.53,136,Drought / Severe Stress,0.38,17477,hsv-fallback,66.0
4.53,136,Drought / Severe Stress,0.38,2405,hsv-fallback,66.0
4.53,136,Lush Green,0.38,3845,hsv-fallback,66.0
4.53,136,Inconsistent Growth,0.38,11333,hsv-fallback,66.0
4.53,136,Inconsistent Growth,0.38,8655,hsv-fallback,66.0
4.53,136,Lush Green,0.38,2101,hsv-fallback,66.0
4.53,136,Inconsistent Growth,0.38,2242,hsv-fallback,66.0
4.6,138,Inconsistent Growth,0.474,3259,hsv-fallback,64.4
4.6,138,Drought / Severe Stress,0.467,9478,hsv-fallback,64.4
4.6,138,Lush Green,0.463,35099,hsv-fallback,64.4
4.6,138,Lush Green,0.451,19816,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.442,16122,hsv-fallback,64.4
4.6,138,Drought / Severe Stress,0.44,49372,hsv-fallback,64.4
4.6,138,Lush Green,0.44,21742,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.399,7908,hsv-fallback,64.4
4.6,138,Bare Soil / Gap,0.392,4592,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.381,10879,hsv-fallback,64.4
4.6,138,Drought / Severe Stress,0.38,17055,hsv-fallback,64.4
4.6,138,Lush Green,0.38,2078,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.38,5991,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.38,4405,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.38,3094,hsv-fallback,64.4
4.6,138,Lush Green,0.38,5352,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.38,2151,hsv-fallback,64.4
4.6,138,Inconsistent Growth,0.38,2064,hsv-fallback,64.4
4.67,140,Inconsistent Growth,0.474,3248,hsv-fallback,68.6
4.67,140,Lush Green,0.471,21970,hsv-fallback,68.6
4.67,140,Drought / Severe Stress,0.461,9183,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.457,18494,hsv-fallback,68.6
4.67,140,Lush Green,0.44,16679,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.406,16841,hsv-fallback,68.6
4.67,140,Bare Soil / Gap,0.398,4891,hsv-fallback,68.6
4.67,140,Lush Green,0.383,18295,hsv-fallback,68.6
4.67,140,Lush Green,0.38,5177,hsv-fallback,68.6
4.67,140,Drought / Severe Stress,0.38,16805,hsv-fallback,68.6
4.67,140,Lush Green,0.38,13562,hsv-fallback,68.6
4.67,140,Lush Green,0.38,3066,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.38,6577,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.38,5645,hsv-fallback,68.6
4.67,140,Lush Green,0.38,2135,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.38,3987,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.38,2686,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.38,2275,hsv-fallback,68.6
4.67,140,Inconsistent Growth,0.38,2192,hsv-fallback,68.6
4.73,142,Lush Green,0.474,5051,hsv-fallback,70.1
4.73,142,Inconsistent Growth,0.472,2711,hsv-fallback,70.1
4.73,142,Lush Green,0.472,17197,hsv-fallback,70.1
4.73,142,Drought / Severe Stress,0.471,10572,hsv-fallback,70.1
4.73,142,Lush Green,0.44,15870,hsv-fallback,70.1
4.73,142,Lush Green,0.44,14025,hsv-fallback,70.1
4.73,142,Inconsistent Growth,0.44,30100,hsv-fallback,70.1
4.73,142,Bare Soil / Gap,0.42,4708,hsv-fallback,70.1
4.73,142,Inconsistent Growth,0.391,16968,hsv-fallback,70.1
4.73,142,Drought / Severe Stress,0.383,2170,hsv-fallback,70.1
4.73,142,Inconsistent Growth,0.382,2598,hsv-fallback,70.1
4.73,142,Inconsistent Growth,0.38,2102,hsv-fallback,70.1
4.73,142,Inconsistent Growth,0.38,2155,hsv-fallback,70.1
4.73,142,Inconsistent Growth,0.38,5466,hsv-fallback,70.1
4.73,142,Drought / Severe Stress,0.38,16030,hsv-fallback,70.1
4.73,142,Lush Green,0.38,16747,hsv-fallback,70.1
4.73,142,Lush Green,0.38,5090,hsv-fallback,70.1
4.73,142,Lush Green,0.38,3144,hsv-fallback,70.1
4.73,142,Lush Green,0.38,2265,hsv-fallback,70.1
4.8,144,Lush Green,0.473,4859,hsv-fallback,64.0
4.8,144,Lush Green,0.471,17017,hsv-fallback,64.0
4.8,144,Lush Green,0.463,19084,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.462,2164,hsv-fallback,64.0
4.8,144,Drought / Severe Stress,0.449,9376,hsv-fallback,64.0
4.8,144,Drought / Severe Stress,0.44,57459,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.44,18802,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.397,6707,hsv-fallback,64.0
4.8,144,Drought / Severe Stress,0.38,3145,hsv-fallback,64.0
4.8,144,Drought / Severe Stress,0.38,3651,hsv-fallback,64.0
4.8,144,Drought / Severe Stress,0.38,15202,hsv-fallback,64.0
4.8,144,Lush Green,0.38,20184,hsv-fallback,64.0
4.8,144,Lush Green,0.38,2117,hsv-fallback,64.0
4.8,144,Lush Green,0.38,4684,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.38,10446,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.38,6772,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.38,5803,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.38,2592,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.38,2030,hsv-fallback,64.0
4.8,144,Inconsistent Growth,0.38,1904,hsv-fallback,64.0
4.8,144,Bare Soil / Gap,0.38,5114,hsv-fallback,64.0
4.87,146,Lush Green,0.473,3921,hsv-fallback,61.8
4.87,146,Drought / Severe Stress,0.468,9629,hsv-fallback,61.8
4.87,146,Lush Green,0.459,13155,hsv-fallback,61.8
4.87,146,Inconsistent Growth,0.452,2328,hsv-fallback,61.8
4.87,146,Lush Green,0.44,15241,hsv-fallback,61.8
4.87,146,Drought / Severe Stress,0.44,60401,hsv-fallback,61.8
4.87,146,Inconsistent Growth,0.44,16009,hsv-fallback,61.8
4.87,146,Inconsistent Growth,0.44,19989,hsv-fallback,61.8
4.87,146,Lush Green,0.415,12665,hsv-fallback,61.8
4.87,146,Drought / Severe Stress,0.38,7475,hsv-fallback,61.8
4.87,146,Drought / Severe Stress,0.38,3980,hsv-fallback,61.8
4.87,146,Lush Green,0.38,21739,hsv-fallback,61.8
4.87,146,Lush Green,0.38,3394,hsv-fallback,61.8
4.87,146,Lush Green,0.38,3030,hsv-fallback,61.8
4.87,146,Lush Green,0.38,4463,hsv-fallback,61.8
4.87,146,Drought / Severe Stress,0.38,14623,hsv-fallback,61.8
4.87,146,Lush Green,0.38,2116,hsv-fallback,61.8
4.87,146,Lush Green,0.38,2630,hsv-fallback,61.8
4.87,146,Inconsistent Growth,0.38,10101,hsv-fallback,61.8
4.87,146,Inconsistent Growth,0.38,5504,hsv-fallback,61.8
4.87,146,Inconsistent Growth,0.38,1851,hsv-fallback,61.8
4.87,146,Inconsistent Growth,0.38,1844,hsv-fallback,61.8
4.87,146,Bare Soil / Gap,0.38,4471,hsv-fallback,61.8
4.87,146,Bare Soil / Gap,0.38,1839,hsv-fallback,61.8
4.93,148,Lush Green,0.474,4223,hsv-fallback,59.2
4.93,148,Lush Green,0.47,17418,hsv-fallback,59.2
4.93,148,Lush Green,0.459,17763,hsv-fallback,59.2
4.93,148,Drought / Severe Stress,0.458,9492,hsv-fallback,59.2
4.93,148,Inconsistent Growth,0.455,2448,hsv-fallback,59.2
4.93,148,Inconsistent Growth,0.44,14812,hsv-fallback,59.2
4.93,148,Inconsistent Growth,0.44,20797,hsv-fallback,59.2
4.93,148,Drought / Severe Stress,0.44,68108,hsv-fallback,59.2
4.93,148,Bare Soil / Gap,0.397,4575,hsv-fallback,59.2
4.93,148,Inconsistent Growth,0.388,9932,hsv-fallback,59.2
4.93,148,Drought / Severe Stress,0.38,13900,hsv-fallback,59.2
4.93,148,Drought / Severe Stress,0.38,4576,hsv-fallback,59.2
4.93,148,Inconsistent Growth,0.38,1906,hsv-fallback,59.2
4.93,148,Inconsistent Growth,0.38,2185,hsv-fallback,59.2
4.93,148,Lush Green,0.38,17011,hsv-fallback,59.2
4.93,148,Inconsistent Growth,0.38,5264,hsv-fallback,59.2
4.93,148,Lush Green,0.38,4386,hsv-fallback,59.2
4.93,148,Lush Green,0.38,3005,hsv-fallback,59.2
4.93,148,Lush Green,0.38,2039,hsv-fallback,59.2
4.93,148,Bare Soil / Gap,0.38,1828,hsv-fallback,59.2
5.0,150,Lush Green,0.475,3904,hsv-fallback,58.8
5.0,150,Inconsistent Growth,0.471,1849,hsv-fallback,58.8
5.0,150,Drought / Severe Stress,0.468,9595,hsv-fallback,58.8
5.0,150,Lush Green,0.461,17304,hsv-fallback,58.8
5.0,150,Lush Green,0.44,12905,hsv-fallback,58.8
5.0,150,Lush Green,0.44,14285,hsv-fallback,58.8
5.0,150,Drought / Severe Stress,0.44,66619,hsv-fallback,58.8
5.0,150,Inconsistent Growth,0.44,14856,hsv-fallback,58.8
5.0,150,Drought / Severe Stress,0.4,4074,hsv-fallback,58.8
5.0,150,Bare Soil / Gap,0.397,4756,hsv-fallback,58.8
5.0,150,Drought / Severe Stress,0.38,5217,hsv-fallback,58.8
5.0,150,Drought / Severe Stress,0.38,2614,hsv-fallback,58.8
5.0,150,Lush Green,0.38,4248,hsv-fallback,58.8
5.0,150,Lush Green,0.38,3082,hsv-fallback,58.8
5.0,150,Drought / Severe Stress,0.38,13228,hsv-fallback,58.8
5.0,150,Lush Green,0.38,19727,hsv-fallback,58.8
5.0,150,Lush Green,0.38,2530,hsv-fallback,58.8
5.0,150,Lush Green,0.38,2580,hsv-fallback,58.8
5.0,150,Inconsistent Growth,0.38,15908,hsv-fallback,58.8
5.0,150,Inconsistent Growth,0.38,10263,hsv-fallback,58.8
5.0,150,Inconsistent Growth,0.38,4720,hsv-fallback,58.8
5.0,150,Inconsistent Growth,0.38,2251,hsv-fallback,58.8
5.0,150,Inconsistent Growth,0.38,1979,hsv-fallback,58.8
5.07,152,Lush Green,0.473,4325,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.465,1957,hsv-fallback,57.1
5.07,152,Lush Green,0.454,14395,hsv-fallback,57.1
5.07,152,Lush Green,0.452,14071,hsv-fallback,57.1
5.07,152,Drought / Severe Stress,0.447,9336,hsv-fallback,57.1
5.07,152,Drought / Severe Stress,0.44,73497,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.44,14283,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.391,15949,hsv-fallback,57.1
5.07,152,Bare Soil / Gap,0.388,4608,hsv-fallback,57.1
5.07,152,Lush Green,0.38,19772,hsv-fallback,57.1
5.07,152,Drought / Severe Stress,0.38,12794,hsv-fallback,57.1
5.07,152,Drought / Severe Stress,0.38,7955,hsv-fallback,57.1
5.07,152,Lush Green,0.38,2314,hsv-fallback,57.1
5.07,152,Lush Green,0.38,2939,hsv-fallback,57.1
5.07,152,Lush Green,0.38,2988,hsv-fallback,57.1
5.07,152,Lush Green,0.38,4205,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.38,11230,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.38,5580,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.38,2061,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.38,5334,hsv-fallback,57.1
5.07,152,Inconsistent Growth,0.38,1892,hsv-fallback,57.1
5.07,152,Bare Soil / Gap,0.38,1831,hsv-fallback,57.1
5.13,154,Lush Green,0.474,3679,hsv-fallback,55.6
5.13,154,Inconsistent Growth,0.472,5694,hsv-fallback,55.6
5.13,154,Lush Green,0.44,15813,hsv-fallback,55.6
5.13,154,Drought / Severe Stress,0.44,76339,hsv-fallback,55.6
5.13,154,Inconsistent Growth,0.44,15427,hsv-fallback,55.6
5.13,154,Lush Green,0.439,14620,hsv-fallback,55.6
5.13,154,Drought / Severe Stress,0.434,9578,hsv-fallback,55.6
5.13,154,Inconsistent Growth,0.395,11269,hsv-fallback,55.6
