t,frame,class,conf,area,source,fhi
0.03,1,Bare Soil / Gap,0.48,37239,hsv-fallback,93.1
0.03,1,Lush Green,0.48,18192,hsv-fallback,93.1
0.03,1,Bare Soil / Gap,0.461,10037,onnx-medium,93.1
0.03,1,Lush Green,0.42,4901,hsv-fallback,93.1
0.03,1,Lush Green,0.42,2414,hsv-fallback,93.1
0.03,1,Lush Green,0.42,2359,hsv-fallback,93.1
0.03,1,Inconsistent Growth,0.42,3051,hsv-fallback,93.1
0.03,1,Inconsistent Growth,0.42,5703,hsv-fallback,93.1
0.03,1,Inconsistent Growth,0.42,1746,hsv-fallback,93.1
0.03,1,Inconsistent Growth,0.42,2013,hsv-fallback,93.1
0.03,1,Inconsistent Growth,0.42,2447,hsv-fallback,93.1
0.03,1,Bare Soil / Gap,0.38,5527,onnx-weak,93.1
0.03,1,Bare Soil / Gap,0.37,1956,onnx-weak,93.1
0.07,2,Bare Soil / Gap,0.48,37637,hsv-fallback,92.7
0.07,2,Lush Green,0.48,18511,hsv-fallback,92.7
0.07,2,Bare Soil / Gap,0.466,11489,onnx-medium,92.7
0.07,2,Lush Green,0.42,5284,hsv-fallback,92.7
0.07,2,Lush Green,0.42,4758,hsv-fallback,92.7
0.07,2,Lush Green,0.42,2359,hsv-fallback,92.7
0.07,2,Lush Green,0.42,2331,hsv-fallback,92.7
0.07,2,Inconsistent Growth,0.42,3019,hsv-fallback,92.7
0.07,2,Inconsistent Growth,0.42,1764,hsv-fallback,92.7
0.07,2,Inconsistent Growth,0.42,2321,hsv-fallback,92.7
0.07,2,Drought / Severe Stress,0.394,6402,onnx-weak,92.7
0.13,4,Bare Soil / Gap,0.48,39293,hsv-fallback,92.5
0.13,4,Bare Soil / Gap,0.456,10767,onnx-medium,92.5
0.13,4,Inconsistent Growth,0.42,7152,hsv-fallback,92.5
0.13,4,Inconsistent Growth,0.42,2759,hsv-fallback,92.5
0.13,4,Inconsistent Growth,0.42,1591,hsv-fallback,92.5
0.13,4,Inconsistent Growth,0.42,2539,hsv-fallback,92.5
0.13,4,Lush Green,0.42,4545,hsv-fallback,92.5
0.13,4,Lush Green,0.42,2409,hsv-fallback,92.5
0.13,4,Lush Green,0.42,2143,hsv-fallback,92.5
0.13,4,Bare Soil / Gap,0.378,4989,onnx-weak,92.5
0.2,6,Bare Soil / Gap,0.48,39884,hsv-fallback,92.2
0.2,6,Bare Soil / Gap,0.463,12341,onnx-medium,92.2
0.2,6,Inconsistent Growth,0.42,8412,hsv-fallback,92.2
0.2,6,Inconsistent Growth,0.42,2585,hsv-fallback,92.2
0.2,6,Lush Green,0.42,4675,hsv-fallback,92.2
0.2,6,Inconsistent Growth,0.42,2499,hsv-fallback,92.2
0.2,6,Lush Green,0.42,2697,hsv-fallback,92.2
0.2,6,Drought / Severe Stress,0.42,1675,hsv-fallback,92.2
0.2,6,Bare Soil / Gap,0.393,8049,onnx-weak,92.2
0.27,8,Bare Soil / Gap,0.48,28486,hsv-fallback,92.0
0.27,8,Bare Soil / Gap,0.463,12655,onnx-medium,92.0
0.27,8,Bare Soil / Gap,0.427,7887,onnx-weak,92.0
0.27,8,Bare Soil / Gap,0.42,12831,hsv-fallback,92.0
0.27,8,Inconsistent Growth,0.42,8462,hsv-fallback,92.0
0.27,8,Inconsistent Growth,0.42,2645,hsv-fallback,92.0
0.27,8,Inconsistent Growth,0.42,2508,hsv-fallback,92.0
0.27,8,Lush Green,0.42,4597,hsv-fallback,92.0
0.27,8,Drought / Severe Stress,0.42,1838,hsv-fallback,92.0
0.27,8,Lush Green,0.42,3011,hsv-fallback,92.0
0.27,8,Bare Soil / Gap,0.375,1583,onnx-weak,92.0
0.33,10,Bare Soil / Gap,0.48,30747,hsv-fallback,92.9
0.33,10,Bare Soil / Gap,0.461,12346,onnx-medium,92.9
0.33,10,Bare Soil / Gap,0.441,8304,onnx-weak,92.9
0.33,10,Lush Green,0.42,2621,hsv-fallback,92.9
0.33,10,Lush Green,0.42,4504,hsv-fallback,92.9
0.33,10,Drought / Severe Stress,0.42,1784,hsv-fallback,92.9
0.33,10,Inconsistent Growth,0.42,2560,hsv-fallback,92.9
0.33,10,Inconsistent Growth,0.42,2714,hsv-fallback,92.9
0.33,10,Bare Soil / Gap,0.409,12574,onnx-weak,92.9
0.33,10,Bare Soil / Gap,0.395,8355,onnx-weak,92.9
0.33,10,Bare Soil / Gap,0.35,1864,onnx-weak,92.9
0.4,12,Bare Soil / Gap,0.48,28499,hsv-fallback,94.1
0.4,12,Bare Soil / Gap,0.468,12580,onnx-medium,94.1
0.4,12,Bare Soil / Gap,0.42,13169,hsv-fallback,94.1
0.4,12,Bare Soil / Gap,0.42,2917,hsv-fallback,94.1
0.4,12,Lush Green,0.42,14280,hsv-fallback,94.1
0.4,12,Lush Green,0.42,4286,hsv-fallback,94.1
0.4,12,Lush Green,0.42,3270,hsv-fallback,94.1
0.4,12,Lush Green,0.42,1780,hsv-fallback,94.1
0.4,12,Inconsistent Growth,0.42,2675,hsv-fallback,94.1
0.4,12,Inconsistent Growth,0.42,2760,hsv-fallback,94.1
0.4,12,Bare Soil / Gap,0.391,10903,onnx-weak,94.1
0.47,14,Bare Soil / Gap,0.466,13292,onnx-medium,94.2
0.47,14,Lush Green,0.42,11012,hsv-fallback,94.2
0.47,14,Lush Green,0.42,3490,hsv-fallback,94.2
0.47,14,Lush Green,0.42,5579,hsv-fallback,94.2
0.47,14,Inconsistent Growth,0.42,2220,hsv-fallback,94.2
0.47,14,Bare Soil / Gap,0.42,4430,hsv-fallback,94.2
0.47,14,Drought / Severe Stress,0.42,1696,hsv-fallback,94.2
0.47,14,Inconsistent Growth,0.42,2145,hsv-fallback,94.2
0.47,14,Lush Green,0.402,14149,onnx-weak,94.2
0.47,14,Bare Soil / Gap,0.352,1825,onnx-weak,94.2
0.53,16,Bare Soil / Gap,0.48,35221,hsv-fallback,93.9
0.53,16,Bare Soil / Gap,0.471,13043,onnx-medium,93.9
0.53,16,Bare Soil / Gap,0.467,5369,onnx-medium,93.9
0.53,16,Lush Green,0.42,11740,hsv-fallback,93.9
0.53,16,Lush Green,0.42,3583,hsv-fallback,93.9
0.53,16,Lush Green,0.42,5223,hsv-fallback,93.9
0.53,16,Lush Green,0.42,1728,hsv-fallback,93.9
0.53,16,Lush Green,0.42,1584,hsv-fallback,93.9
0.53,16,Drought / Severe Stress,0.42,2702,hsv-fallback,93.9
0.53,16,Inconsistent Growth,0.42,8238,hsv-fallback,93.9
0.53,16,Inconsistent Growth,0.42,2204,hsv-fallback,93.9
0.53,16,Inconsistent Growth,0.42,2166,hsv-fallback,93.9
0.53,16,Lush Green,0.391,13730,onnx-weak,93.9
0.53,16,Bare Soil / Gap,0.373,4227,onnx-weak,93.9
0.6,18,Bare Soil / Gap,0.468,13135,onnx-medium,92.2
0.6,18,Bare Soil / Gap,0.455,1810,onnx-medium,92.2
0.6,18,Bare Soil / Gap,0.42,3104,hsv-fallback,92.2
0.6,18,Lush Green,0.42,11474,hsv-fallback,92.2
0.6,18,Lush Green,0.42,3634,hsv-fallback,92.2
0.6,18,Lush Green,0.42,5296,hsv-fallback,92.2
0.6,18,Inconsistent Growth,0.42,8511,hsv-fallback,92.2
0.6,18,Lush Green,0.42,1641,hsv-fallback,92.2
0.6,18,Drought / Severe Stress,0.42,3507,hsv-fallback,92.2
0.6,18,Inconsistent Growth,0.42,2098,hsv-fallback,92.2
0.6,18,Bare Soil / Gap,0.36,1688,onnx-weak,92.2
0.6,18,Bare Soil / Gap,0.357,1771,onnx-weak,92.2
0.67,20,Bare Soil / Gap,0.461,13190,onnx-medium,91.7
0.67,20,Bare Soil / Gap,0.42,2093,hsv-fallback,91.7
0.67,20,Lush Green,0.42,5608,hsv-fallback,91.7
0.67,20,Lush Green,0.42,11870,hsv-fallback,91.7
0.67,20,Lush Green,0.42,3718,hsv-fallback,91.7
0.67,20,Lush Green,0.42,1706,hsv-fallback,91.7
0.67,20,Inconsistent Growth,0.42,2665,hsv-fallback,91.7
0.67,20,Inconsistent Growth,0.42,8107,hsv-fallback,91.7
0.67,20,Inconsistent Growth,0.42,2272,hsv-fallback,91.7
0.67,20,Bare Soil / Gap,0.374,4277,onnx-weak,91.7
0.67,20,Bare Soil / Gap,0.353,3490,onnx-weak,91.7
0.73,22,Bare Soil / Gap,0.463,12756,onnx-medium,91.9
0.73,22,Drought / Severe Stress,0.449,1594,onnx-weak,91.9
0.73,22,Drought / Severe Stress,0.432,2085,onnx-weak,91.9
0.73,22,Bare Soil / Gap,0.42,1829,hsv-fallback,91.9
0.73,22,Inconsistent Growth,0.42,2458,hsv-fallback,91.9
0.73,22,Lush Green,0.42,1875,hsv-fallback,91.9
0.73,22,Lush Green,0.42,6322,hsv-fallback,91.9
0.73,22,Lush Green,0.42,3775,hsv-fallback,91.9
0.73,22,Inconsistent Growth,0.42,2344,hsv-fallback,91.9
0.73,22,Bare Soil / Gap,0.406,1674,onnx-weak,91.9
0.73,22,Lush Green,0.401,8151,onnx-weak,91.9
0.73,22,Bare Soil / Gap,0.371,5067,onnx-weak,91.9
0.73,22,Bare Soil / Gap,0.357,12855,onnx-weak,91.9
0.73,22,Bare Soil / Gap,0.351,2880,onnx-weak,91.9
0.8,24,Bare Soil / Gap,0.47,13031,onnx-medium,91.7
0.8,24,Bare Soil / Gap,0.459,2347,onnx-medium,91.7
0.8,24,Bare Soil / Gap,0.442,1884,onnx-weak,91.7
0.8,24,Bare Soil / Gap,0.42,2670,hsv-fallback,91.7
0.8,24,Lush Green,0.42,5502,hsv-fallback,91.7
0.8,24,Lush Green,0.42,12514,hsv-fallback,91.7
0.8,24,Lush Green,0.42,2488,hsv-fallback,91.7
0.8,24,Lush Green,0.42,3813,hsv-fallback,91.7
0.8,24,Inconsistent Growth,0.42,2648,hsv-fallback,91.7
0.8,24,Inconsistent Growth,0.42,2563,hsv-fallback,91.7
0.8,24,Lush Green,0.42,1806,hsv-fallback,91.7
0.8,24,Inconsistent Growth,0.42,7709,hsv-fallback,91.7
0.8,24,Bare Soil / Gap,0.41,1639,onnx-weak,91.7
0.8,24,Bare Soil / Gap,0.391,6095,onnx-weak,91.7
0.87,26,Bare Soil / Gap,0.471,12494,onnx-medium,90.8
0.87,26,Drought / Severe Stress,0.468,2353,onnx-medium,90.8
0.87,26,Bare Soil / Gap,0.458,1976,onnx-medium,90.8
0.87,26,Bare Soil / Gap,0.42,2148,hsv-fallback,90.8
0.87,26,Lush Green,0.42,10883,hsv-fallback,90.8
0.87,26,Lush Green,0.42,1906,hsv-fallback,90.8
0.87,26,Lush Green,0.42,3896,hsv-fallback,90.8
0.87,26,Bare Soil / Gap,0.42,1576,hsv-fallback,90.8
0.87,26,Lush Green,0.42,1733,hsv-fallback,90.8
0.87,26,Inconsistent Growth,0.42,8208,hsv-fallback,90.8
0.87,26,Inconsistent Growth,0.42,2596,hsv-fallback,90.8
0.87,26,Lush Green,0.42,1789,hsv-fallback,90.8
0.87,26,Inconsistent Growth,0.42,2539,hsv-fallback,90.8
0.87,26,Drought / Severe Stress,0.42,2293,hsv-fallback,90.8
0.87,26,Bare Soil / Gap,0.412,6903,onnx-weak,90.8
0.87,26,Bare Soil / Gap,0.375,2452,onnx-weak,90.8
0.87,26,Bare Soil / Gap,0.361,12323,onnx-weak,90.8
0.93,28,Bare Soil / Gap,0.472,12111,onnx-medium,90.6
0.93,28,Drought / Severe Stress,0.447,2525,onnx-weak,90.6
0.93,28,Bare Soil / Gap,0.437,7858,onnx-weak,90.6
0.93,28,Bare Soil / Gap,0.433,1708,onnx-weak,90.6
0.93,28,Bare Soil / Gap,0.424,3052,onnx-weak,90.6
0.93,28,Lush Green,0.42,2047,hsv-fallback,90.6
0.93,28,Lush Green,0.42,15059,hsv-fallback,90.6
0.93,28,Lush Green,0.42,6818,hsv-fallback,90.6
0.93,28,Lush Green,0.42,2007,hsv-fallback,90.6
0.93,28,Lush Green,0.42,1824,hsv-fallback,90.6
0.93,28,Lush Green,0.42,3860,hsv-fallback,90.6
0.93,28,Inconsistent Growth,0.42,9230,hsv-fallback,90.6
0.93,28,Inconsistent Growth,0.42,2286,hsv-fallback,90.6
0.93,28,Bare Soil / Gap,0.414,1559,onnx-weak,90.6
1.0,30,Bare Soil / Gap,0.468,12225,onnx-medium,91.4
1.0,30,Bare Soil / Gap,0.439,2451,onnx-weak,91.4
1.0,30,Bare Soil / Gap,0.425,8631,onnx-weak,91.4
1.0,30,Bare Soil / Gap,0.421,3152,onnx-weak,91.4
1.0,30,Lush Green,0.42,2656,hsv-fallback,91.4
1.0,30,Lush Green,0.42,14824,hsv-fallback,91.4
1.0,30,Lush Green,0.42,3932,hsv-fallback,91.4
1.0,30,Lush Green,0.42,7048,hsv-fallback,91.4
1.0,30,Lush Green,0.42,1724,hsv-fallback,91.4
1.0,30,Lush Green,0.42,2414,hsv-fallback,91.4
1.0,30,Bare Soil / Gap,0.42,1615,onnx-weak,91.4
1.0,30,Inconsistent Growth,0.42,8074,hsv-fallback,91.4
1.0,30,Inconsistent Growth,0.42,1757,hsv-fallback,91.4
1.07,32,Bare Soil / Gap,0.471,11843,onnx-medium,92.5
1.07,32,Bare Soil / Gap,0.452,5305,onnx-medium,92.5
1.07,32,Bare Soil / Gap,0.45,1708,onnx-medium,92.5
1.07,32,Bare Soil / Gap,0.437,3208,onnx-weak,92.5
1.07,32,Bare Soil / Gap,0.434,9851,onnx-weak,92.5
1.07,32,Lush Green,0.42,2328,hsv-fallback,92.5
1.07,32,Lush Green,0.42,14302,hsv-fallback,92.5
1.07,32,Lush Green,0.42,6817,hsv-fallback,92.5
1.07,32,Inconsistent Growth,0.42,1666,hsv-fallback,92.5
1.07,32,Lush Green,0.42,1703,hsv-fallback,92.5
1.07,32,Lush Green,0.42,3882,hsv-fallback,92.5
1.07,32,Drought / Severe Stress,0.42,2416,hsv-fallback,92.5
1.07,32,Inconsistent Growth,0.42,1974,hsv-fallback,92.5
1.07,32,Bare Soil / Gap,0.377,8007,onnx-weak,92.5
1.07,32,Lush Green,0.359,6499,onnx-weak,92.5
1.13,34,Lush Green,0.48,16968,hsv-fallback,93.2
1.13,34,Bare Soil / Gap,0.472,12107,onnx-medium,93.2
1.13,34,Bare Soil / Gap,0.47,2928,onnx-medium,93.2
1.13,34,Bare Soil / Gap,0.459,4194,onnx-medium,93.2
1.13,34,Bare Soil / Gap,0.45,11052,onnx-weak,93.2
1.13,34,Bare Soil / Gap,0.448,3257,onnx-weak,93.2
1.13,34,Bare Soil / Gap,0.425,6662,onnx-weak,93.2
1.13,34,Lush Green,0.42,3241,hsv-fallback,93.2
1.13,34,Lush Green,0.42,2305,hsv-fallback,93.2
1.13,34,Lush Green,0.42,7033,hsv-fallback,93.2
1.13,34,Drought / Severe Stress,0.42,2368,hsv-fallback,93.2
1.13,34,Inconsistent Growth,0.42,1634,hsv-fallback,93.2
1.13,34,Inconsistent Growth,0.42,2080,hsv-fallback,93.2
1.13,34,Inconsistent Growth,0.42,1559,hsv-fallback,93.2
1.13,34,Bare Soil / Gap,0.376,6632,onnx-weak,93.2
1.13,34,Bare Soil / Gap,0.351,1675,onnx-weak,93.2
1.2,36,Lush Green,0.48,16692,hsv-fallback,93.5
1.2,36,Bare Soil / Gap,0.469,12188,onnx-medium,93.5
1.2,36,Bare Soil / Gap,0.463,2021,onnx-medium,93.5
1.2,36,Bare Soil / Gap,0.451,4742,onnx-medium,93.5
1.2,36,Bare Soil / Gap,0.449,11879,onnx-weak,93.5
1.2,36,Bare Soil / Gap,0.443,7720,onnx-weak,93.5
1.2,36,Bare Soil / Gap,0.44,3179,onnx-weak,93.5
1.2,36,Bare Soil / Gap,0.429,5716,onnx-weak,93.5
1.2,36,Lush Green,0.42,1681,hsv-fallback,93.5
1.2,36,Lush Green,0.42,6796,hsv-fallback,93.5
1.2,36,Lush Green,0.42,3271,hsv-fallback,93.5
1.2,36,Lush Green,0.42,2404,hsv-fallback,93.5
1.2,36,Inconsistent Growth,0.42,6820,hsv-fallback,93.5
1.2,36,Drought / Severe Stress,0.42,2505,hsv-fallback,93.5
1.27,38,Lush Green,0.48,17474,hsv-fallback,94.6
1.27,38,Bare Soil / Gap,0.464,12541,onnx-medium,94.6
1.27,38,Bare Soil / Gap,0.456,5109,onnx-medium,94.6
1.27,38,Bare Soil / Gap,0.455,9471,onnx-medium,94.6
1.27,38,Bare Soil / Gap,0.447,12677,onnx-weak,94.6
1.27,38,Bare Soil / Gap,0.443,3590,onnx-weak,94.6
1.27,38,Bare Soil / Gap,0.437,5101,onnx-weak,94.6
1.27,38,Bare Soil / Gap,0.437,3850,onnx-weak,94.6
1.27,38,Lush Green,0.42,3229,hsv-fallback,94.6
1.27,38,Lush Green,0.42,6509,hsv-fallback,94.6
1.27,38,Lush Green,0.42,2789,hsv-fallback,94.6
1.27,38,Drought / Severe Stress,0.42,2680,hsv-fallback,94.6
1.27,38,Bare Soil / Gap,0.354,1838,onnx-weak,94.6
1.27,38,Bare Soil / Gap,0.353,7165,onnx-weak,94.6
1.33,40,Bare Soil / Gap,0.48,23794,hsv-fallback,93.6
1.33,40,Bare Soil / Gap,0.466,13018,onnx-medium,93.6
1.33,40,Bare Soil / Gap,0.463,11130,onnx-medium,93.6
1.33,40,Bare Soil / Gap,0.452,13420,onnx-medium,93.6
1.33,40,Bare Soil / Gap,0.45,8694,onnx-weak,93.6
1.33,40,Bare Soil / Gap,0.441,3618,onnx-weak,93.6
1.33,40,Inconsistent Growth,0.42,1671,hsv-fallback,93.6
1.33,40,Inconsistent Growth,0.42,1993,hsv-fallback,93.6
1.33,40,Lush Green,0.42,2820,hsv-fallback,93.6
1.33,40,Drought / Severe Stress,0.42,2929,hsv-fallback,93.6
1.33,40,Lush Green,0.42,3104,hsv-fallback,93.6
1.33,40,Lush Green,0.42,5794,hsv-fallback,93.6
1.33,40,Bare Soil / Gap,0.372,2828,onnx-weak,93.6
1.33,40,Bare Soil / Gap,0.367,1777,onnx-weak,93.6
1.33,40,Inconsistent Growth,0.357,16116,onnx-weak,93.6
1.33,40,Bare Soil / Gap,0.354,5501,onnx-weak,93.6
1.4,42,Bare Soil / Gap,0.48,24091,hsv-fallback,94.6
1.4,42,Lush Green,0.48,17266,hsv-fallback,94.6
1.4,42,Bare Soil / Gap,0.465,11338,onnx-medium,94.6
1.4,42,Bare Soil / Gap,0.46,12156,onnx-medium,94.6
1.4,42,Bare Soil / Gap,0.458,2533,onnx-medium,94.6
1.4,42,Bare Soil / Gap,0.453,13785,onnx-medium,94.6
1.4,42,Bare Soil / Gap,0.448,4879,onnx-weak,94.6
1.4,42,Bare Soil / Gap,0.441,1569,onnx-weak,94.6
1.4,42,Bare Soil / Gap,0.437,3874,onnx-weak,94.6
1.4,42,Bare Soil / Gap,0.42,2637,hsv-fallback,94.6
1.4,42,Lush Green,0.42,5867,hsv-fallback,94.6
1.4,42,Lush Green,0.42,3216,hsv-fallback,94.6
1.4,42,Lush Green,0.42,3120,hsv-fallback,94.6
1.4,42,Drought / Severe Stress,0.42,3849,hsv-fallback,94.6
1.4,42,Bare Soil / Gap,0.393,6052,onnx-weak,94.6
1.4,42,Bare Soil / Gap,0.382,1570,onnx-weak,94.6
1.4,42,Bare Soil / Gap,0.38,1851,onnx-weak,94.6
1.47,44,Bare Soil / Gap,0.48,18627,hsv-fallback,95.2
1.47,44,Bare Soil / Gap,0.464,11474,onnx-medium,95.2
1.47,44,Bare Soil / Gap,0.457,5115,onnx-medium,95.2
1.47,44,Bare Soil / Gap,0.453,13780,onnx-medium,95.2
1.47,44,Bare Soil / Gap,0.453,2685,onnx-medium,95.2
1.47,44,Bare Soil / Gap,0.448,4311,onnx-weak,95.2
1.47,44,Bare Soil / Gap,0.441,14552,onnx-weak,95.2
1.47,44,Bare Soil / Gap,0.42,2713,hsv-fallback,95.2
1.47,44,Lush Green,0.42,2973,hsv-fallback,95.2
1.47,44,Lush Green,0.42,3109,hsv-fallback,95.2
1.47,44,Lush Green,0.42,5230,hsv-fallback,95.2
1.47,44,Lush Green,0.42,16521,hsv-fallback,95.2
1.47,44,Inconsistent Growth,0.42,1578,hsv-fallback,95.2
1.47,44,Drought / Severe Stress,0.42,3603,hsv-fallback,95.2
1.47,44,Bare Soil / Gap,0.401,1880,onnx-weak,95.2
1.47,44,Bare Soil / Gap,0.387,6497,onnx-weak,95.2
1.47,44,Bare Soil / Gap,0.386,1632,onnx-weak,95.2
1.47,44,Bare Soil / Gap,0.379,3972,onnx-weak,95.2
1.53,46,Lush Green,0.48,18940,hsv-fallback,96.0
1.53,46,Bare Soil / Gap,0.48,17750,hsv-fallback,96.0
1.53,46,Bare Soil / Gap,0.469,4899,onnx-medium,96.0
1.53,46,Bare Soil / Gap,0.466,11303,onnx-medium,96.0
1.53,46,Bare Soil / Gap,0.456,5233,onnx-medium,96.0
1.53,46,Bare Soil / Gap,0.45,4812,onnx-weak,96.0
1.53,46,Bare Soil / Gap,0.427,15156,onnx-weak,96.0
1.53,46,Lush Green,0.42,3132,hsv-fallback,96.0
1.53,46,Lush Green,0.42,3238,hsv-fallback,96.0
1.53,46,Lush Green,0.42,6418,hsv-fallback,96.0
1.53,46,Inconsistent Growth,0.42,1870,hsv-fallback,96.0
1.53,46,Inconsistent Growth,0.42,2464,hsv-fallback,96.0
1.53,46,Bare Soil / Gap,0.417,4069,onnx-weak,96.0
1.53,46,Bare Soil / Gap,0.401,5796,onnx-weak,96.0
1.53,46,Bare Soil / Gap,0.396,1984,onnx-weak,96.0
1.53,46,Bare Soil / Gap,0.382,1640,onnx-weak,96.0
1.53,46,Bare Soil / Gap,0.374,3845,onnx-weak,96.0
1.53,46,Bare Soil / Gap,0.365,17656,onnx-weak,96.0
1.6,48,Lush Green,0.48,23426,hsv-fallback,95.7
1.6,48,Bare Soil / Gap,0.48,15482,hsv-fallback,95.7
1.6,48,Bare Soil / Gap,0.474,2682,onnx-medium,95.7
1.6,48,Bare Soil / Gap,0.467,9852,onnx-medium,95.7
1.6,48,Drought / Severe Stress,0.446,2749,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.444,16544,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.444,4791,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.443,5270,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.422,3884,onnx-weak,95.7
1.6,48,Lush Green,0.42,6314,hsv-fallback,95.7
1.6,48,Bare Soil / Gap,0.42,2503,hsv-fallback,95.7
1.6,48,Lush Green,0.42,3155,hsv-fallback,95.7
1.6,48,Inconsistent Growth,0.42,2364,hsv-fallback,95.7
1.6,48,Inconsistent Growth,0.42,2633,hsv-fallback,95.7
1.6,48,Drought / Severe Stress,0.42,2864,hsv-fallback,95.7
1.6,48,Inconsistent Growth,0.42,1604,hsv-fallback,95.7
1.6,48,Bare Soil / Gap,0.419,3633,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.404,2102,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.403,1904,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.394,2336,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.394,1680,onnx-weak,95.7
1.6,48,Bare Soil / Gap,0.386,22238,onnx-weak,95.7
1.67,50,Lush Green,0.48,18243,hsv-fallback,94.5
1.67,50,Drought / Severe Stress,0.465,4361,onnx-medium,94.5
1.67,50,Bare Soil / Gap,0.464,10346,onnx-medium,94.5
1.67,50,Bare Soil / Gap,0.458,14515,onnx-medium,94.5
1.67,50,Bare Soil / Gap,0.456,2079,onnx-medium,94.5
1.67,50,Bare Soil / Gap,0.455,4371,onnx-medium,94.5
1.67,50,Bare Soil / Gap,0.446,3766,onnx-weak,94.5
1.67,50,Bare Soil / Gap,0.442,7010,onnx-weak,94.5
1.67,50,Bare Soil / Gap,0.44,5036,onnx-weak,94.5
1.67,50,Bare Soil / Gap,0.437,1646,onnx-weak,94.5
1.67,50,Bare Soil / Gap,0.432,18254,onnx-weak,94.5
1.67,50,Lush Green,0.42,6576,hsv-fallback,94.5
1.67,50,Lush Green,0.42,3121,hsv-fallback,94.5
1.67,50,Inconsistent Growth,0.42,2511,hsv-fallback,94.5
1.67,50,Inconsistent Growth,0.42,3027,hsv-fallback,94.5
1.67,50,Drought / Severe Stress,0.42,3143,hsv-fallback,94.5
1.67,50,Drought / Severe Stress,0.418,7543,onnx-weak,94.5
1.67,50,Bare Soil / Gap,0.404,25358,onnx-weak,94.5
1.67,50,Bare Soil / Gap,0.403,5908,onnx-weak,94.5
1.67,50,Bare Soil / Gap,0.395,3434,onnx-weak,94.5
1.73,52,Lush Green,0.48,27387,hsv-fallback,93.3
1.73,52,Lush Green,0.48,18311,hsv-fallback,93.3
1.73,52,Bare Soil / Gap,0.473,2977,onnx-medium,93.3
1.73,52,Bare Soil / Gap,0.473,11567,onnx-medium,93.3
1.73,52,Bare Soil / Gap,0.467,11561,onnx-medium,93.3
1.73,52,Bare Soil / Gap,0.465,1558,onnx-medium,93.3
1.73,52,Bare Soil / Gap,0.457,1792,onnx-medium,93.3
1.73,52,Drought / Severe Stress,0.457,4941,onnx-medium,93.3
1.73,52,Drought / Severe Stress,0.451,7557,onnx-medium,93.3
1.73,52,Bare Soil / Gap,0.447,4903,onnx-weak,93.3
1.73,52,Bare Soil / Gap,0.446,2959,onnx-weak,93.3
1.73,52,Bare Soil / Gap,0.421,19617,onnx-weak,93.3
1.73,52,Bare Soil / Gap,0.42,2489,hsv-fallback,93.3
1.73,52,Drought / Severe Stress,0.42,3053,hsv-fallback,93.3
1.73,52,Lush Green,0.42,6674,hsv-fallback,93.3
1.73,52,Lush Green,0.42,3072,hsv-fallback,93.3
1.73,52,Inconsistent Growth,0.42,3504,hsv-fallback,93.3
1.73,52,Inconsistent Growth,0.42,1755,hsv-fallback,93.3
1.73,52,Inconsistent Growth,0.42,3575,hsv-fallback,93.3
1.73,52,Bare Soil / Gap,0.412,3162,onnx-weak,93.3
1.73,52,Bare Soil / Gap,0.407,6075,onnx-weak,93.3
1.73,52,Bare Soil / Gap,0.364,3671,onnx-weak,93.3
1.8,54,Lush Green,0.48,30559,hsv-fallback,93.7
1.8,54,Lush Green,0.48,17918,hsv-fallback,93.7
1.8,54,Bare Soil / Gap,0.474,11240,onnx-medium,93.7
1.8,54,Bare Soil / Gap,0.474,3125,onnx-medium,93.7
1.8,54,Bare Soil / Gap,0.47,6134,onnx-medium,93.7
1.8,54,Bare Soil / Gap,0.467,11351,onnx-medium,93.7
1.8,54,Bare Soil / Gap,0.466,4810,onnx-medium,93.7
1.8,54,Bare Soil / Gap,0.456,3014,onnx-medium,93.7
1.8,54,Bare Soil / Gap,0.435,4091,onnx-weak,93.7
1.8,54,Bare Soil / Gap,0.426,3163,onnx-weak,93.7
1.8,54,Lush Green,0.42,6492,hsv-fallback,93.7
1.8,54,Lush Green,0.42,4340,hsv-fallback,93.7
1.8,54,Lush Green,0.42,3168,hsv-fallback,93.7
1.8,54,Lush Green,0.42,3078,hsv-fallback,93.7
1.8,54,Inconsistent Growth,0.42,2604,hsv-fallback,93.7
1.8,54,Drought / Severe Stress,0.42,2860,hsv-fallback,93.7
1.8,54,Bare Soil / Gap,0.395,20949,onnx-weak,93.7
1.8,54,Drought / Severe Stress,0.392,5718,onnx-weak,93.7
1.8,54,Bare Soil / Gap,0.381,3120,onnx-weak,93.7
1.8,54,Bare Soil / Gap,0.361,1607,onnx-weak,93.7
1.87,56,Lush Green,0.48,32825,hsv-fallback,92.8
1.87,56,Inconsistent Growth,0.48,7739,hsv-fallback,92.8
1.87,56,Bare Soil / Gap,0.474,3414,onnx-medium,92.8
1.87,56,Bare Soil / Gap,0.474,2873,onnx-medium,92.8
