t,frame,class,conf,area,source,fhi
7.4,222,Lush Green,0.906,32006,hsv,78.4
7.4,222,Inconsistent Growth,0.839,17580,hsv,78.4
7.4,222,Drought / Severe Stress,0.739,5273,hsv,78.4
7.4,222,Inconsistent Growth,0.655,4235,hsv,78.4
7.4,222,Lush Green,0.55,4364,hsv,78.4
7.4,222,Drought / Severe Stress,0.55,42557,hsv,78.4
7.5,225,Lush Green,1.0,115656,onnx,78.0
7.5,225,Lush Green,0.914,32549,hsv,78.0
7.5,225,Inconsistent Growth,0.902,12503,hsv,78.0
7.5,225,Inconsistent Growth,0.747,19011,hsv,78.0
7.5,225,Drought / Severe Stress,0.659,4572,hsv,78.0
7.5,225,Lush Green,0.55,4147,hsv,78.0
7.5,225,Drought / Severe Stress,0.55,43857,hsv,78.0
7.5,225,Drought / Severe Stress,0.55,4767,hsv,78.0
7.6,228,Lush Green,1.0,109724,onnx,77.1
7.6,228,Drought / Severe Stress,0.905,8920,hsv,77.1
7.6,228,Inconsistent Growth,0.766,20650,hsv,77.1
7.6,228,Lush Green,0.659,37110,hsv,77.1
7.6,228,Inconsistent Growth,0.65,11503,hsv,77.1
7.6,228,Drought / Severe Stress,0.573,5042,hsv,77.1
7.6,228,Lush Green,0.55,4689,hsv,77.1
7.6,228,Drought / Severe Stress,0.55,46108,hsv,77.1
7.7,231,Lush Green,1.0,107310,onnx,75.8
7.7,231,Lush Green,0.953,33610,hsv,75.8
7.7,231,Inconsistent Growth,0.806,12984,hsv,75.8
7.7,231,Inconsistent Growth,0.642,6436,hsv,75.8
7.7,231,Drought / Severe Stress,0.559,71025,hsv,75.8
7.7,231,Lush Green,0.55,4984,hsv,75.8
7.7,231,Inconsistent Growth,0.55,5871,hsv,75.8
7.8,234,Lush Green,1.0,109955,onnx,78.2
7.8,234,Lush Green,0.961,36149,hsv,78.2
7.8,234,Inconsistent Growth,0.916,13552,hsv,78.2
7.8,234,Inconsistent Growth,0.699,82356,onnx,78.2
7.8,234,Lush Green,0.55,5817,hsv,78.2
7.9,237,Lush Green,1.0,110492,onnx,76.4
7.9,237,Lush Green,0.969,37620,hsv,76.4
7.9,237,Inconsistent Growth,0.938,13266,hsv,76.4
7.9,237,Drought / Severe Stress,0.724,6685,hsv,76.4
7.9,237,Lush Green,0.55,6149,hsv,76.4
7.9,237,Drought / Severe Stress,0.55,73953,hsv,76.4
8.0,240,Lush Green,1.0,104766,onnx,74.9
8.0,240,Lush Green,0.964,37696,hsv,74.9
8.0,240,Inconsistent Growth,0.784,14029,hsv,74.9
8.0,240,Inconsistent Growth,0.753,4788,hsv,74.9
8.0,240,Drought / Severe Stress,0.656,6364,hsv,74.9
8.0,240,Lush Green,0.55,6194,hsv,74.9
8.0,240,Drought / Severe Stress,0.55,73318,hsv,74.9
8.0,240,Inconsistent Growth,0.55,4927,hsv,74.9
8.1,243,Lush Green,0.989,91782,onnx,73.9
8.1,243,Lush Green,0.96,38571,hsv,73.9
8.1,243,Inconsistent Growth,0.901,14589,hsv,73.9
8.1,243,Inconsistent Growth,0.699,5081,hsv,73.9
8.1,243,Lush Green,0.58,10192,hsv,73.9
8.1,243,Lush Green,0.55,6624,hsv,73.9
8.1,243,Drought / Severe Stress,0.55,74928,hsv,73.9
8.1,243,Drought / Severe Stress,0.55,4376,hsv,73.9
8.1,243,Inconsistent Growth,0.55,4954,hsv,73.9
8.2,246,Lush Green,0.988,38587,hsv,72.8
8.2,246,Lush Green,0.959,88388,onnx,72.8
8.2,246,Inconsistent Growth,0.914,14258,hsv,72.8
8.2,246,Inconsistent Growth,0.681,4308,hsv,72.8
8.2,246,Lush Green,0.65,11402,hsv,72.8
8.2,246,Drought / Severe Stress,0.568,6116,hsv,72.8
8.2,246,Lush Green,0.55,6654,hsv,72.8
8.2,246,Drought / Severe Stress,0.55,77376,hsv,72.8
8.2,246,Inconsistent Growth,0.55,5439,hsv,72.8
8.3,249,Lush Green,1.0,86470,onnx,72.1
8.3,249,Lush Green,0.965,45581,hsv,72.1
8.3,249,Inconsistent Growth,0.935,13662,hsv,72.1
8.3,249,Lush Green,0.832,12981,hsv,72.1
8.3,249,Drought / Severe Stress,0.623,5469,hsv,72.1
8.3,249,Inconsistent Growth,0.604,4326,hsv,72.1
8.3,249,Drought / Severe Stress,0.55,78770,hsv,72.1
8.3,249,Inconsistent Growth,0.55,5065,hsv,72.1
8.4,252,Lush Green,1.0,83460,onnx,71.6
8.4,252,Lush Green,0.969,48336,hsv,71.6
8.4,252,Inconsistent Growth,0.911,14772,hsv,71.6
8.4,252,Inconsistent Growth,0.69,5505,hsv,71.6
8.4,252,Lush Green,0.599,13623,hsv,71.6
8.4,252,Drought / Severe Stress,0.55,84353,hsv,71.6
8.4,252,Inconsistent Growth,0.55,5327,hsv,71.6
8.5,255,Lush Green,1.0,82972,onnx,70.8
8.5,255,Lush Green,0.97,40842,hsv,70.8
8.5,255,Inconsistent Growth,0.866,14590,hsv,70.8
8.5,255,Inconsistent Growth,0.661,5454,hsv,70.8
8.5,255,Drought / Severe Stress,0.578,4181,hsv,70.8
8.5,255,Inconsistent Growth,0.575,5508,hsv,70.8
8.5,255,Drought / Severe Stress,0.55,86622,hsv,70.8
8.5,255,Lush Green,0.55,14506,hsv,70.8
8.5,255,Lush Green,0.55,7255,hsv,70.8
8.5,255,Inconsistent Growth,0.55,4290,hsv,70.8
8.6,258,Lush Green,1.0,80482,onnx,70.2
8.6,258,Lush Green,0.979,40320,hsv,70.2
8.6,258,Inconsistent Growth,0.885,13712,hsv,70.2
8.6,258,Lush Green,0.613,15256,hsv,70.2
8.6,258,Drought / Severe Stress,0.55,93977,hsv,70.2
8.6,258,Lush Green,0.55,7721,hsv,70.2
8.6,258,Inconsistent Growth,0.55,4890,hsv,70.2
8.6,258,Inconsistent Growth,0.55,4707,hsv,70.2
8.7,261,Lush Green,1.0,80707,onnx,70.1
8.7,261,Lush Green,0.85,48251,hsv,70.1
8.7,261,Inconsistent Growth,0.812,13438,hsv,70.1
8.7,261,Inconsistent Growth,0.649,5316,hsv,70.1
8.7,261,Inconsistent Growth,0.563,5012,hsv,70.1
8.7,261,Drought / Severe Stress,0.55,89171,hsv,70.1
8.7,261,Lush Green,0.55,15854,hsv,70.1
8.8,264,Lush Green,1.0,98645,onnx,69.7
8.8,264,Lush Green,0.865,50396,hsv,69.7
8.8,264,Inconsistent Growth,0.834,12428,hsv,69.7
8.8,264,Inconsistent Growth,0.605,5372,hsv,69.7
8.8,264,Drought / Severe Stress,0.55,97028,hsv,69.7
8.8,264,Inconsistent Growth,0.55,5165,hsv,69.7
8.9,267,Lush Green,1.0,95652,onnx,69.8
8.9,267,Lush Green,0.928,51930,hsv,69.8
8.9,267,Inconsistent Growth,0.922,18041,hsv,69.8
8.9,267,Drought / Severe Stress,0.55,90830,hsv,69.8
8.9,267,Inconsistent Growth,0.55,5612,hsv,69.8
9.0,270,Lush Green,1.0,92232,onnx,69.5
9.0,270,Lush Green,0.909,44247,hsv,69.5
9.0,270,Inconsistent Growth,0.886,16903,hsv,69.5
9.0,270,Lush Green,0.643,7897,hsv,69.5
9.0,270,Drought / Severe Stress,0.55,94408,hsv,69.5
9.0,270,Inconsistent Growth,0.55,5810,hsv,69.5
9.1,273,Lush Green,0.924,87002,onnx,69.3
9.1,273,Inconsistent Growth,0.882,16267,hsv,69.3
9.1,273,Lush Green,0.7,55446,hsv,69.3
9.1,273,Drought / Severe Stress,0.636,93593,hsv,69.3
9.1,273,Inconsistent Growth,0.55,5996,hsv,69.3
9.2,276,Lush Green,0.979,84391,onnx,69.0
9.2,276,Lush Green,0.958,49670,hsv,69.0
9.2,276,Inconsistent Growth,0.855,15857,hsv,69.0
9.2,276,Inconsistent Growth,0.557,5564,hsv,69.0
9.2,276,Drought / Severe Stress,0.55,96664,hsv,69.0
9.2,276,Lush Green,0.55,8449,hsv,69.0
9.3,279,Lush Green,1.0,61791,onnx,68.8
9.3,279,Lush Green,1.0,20260,onnx,68.8
9.3,279,Lush Green,0.886,51114,hsv,68.8
9.3,279,Inconsistent Growth,0.854,15647,hsv,68.8
9.3,279,Inconsistent Growth,0.77,6390,hsv,68.8
9.3,279,Drought / Severe Stress,0.7,94315,hsv,68.8
9.3,279,Lush Green,0.58,8238,hsv,68.8
9.3,279,Inconsistent Growth,0.55,6129,hsv,68.8
9.4,282,Lush Green,1.0,60613,onnx,68.5
9.4,282,Lush Green,0.856,49906,hsv,68.5
9.4,282,Lush Green,0.833,21323,onnx,68.5
9.4,282,Inconsistent Growth,0.795,14214,hsv,68.5
9.4,282,Lush Green,0.597,8654,hsv,68.5
9.4,282,Inconsistent Growth,0.592,6227,hsv,68.5
9.4,282,Drought / Severe Stress,0.55,97137,hsv,68.5
9.4,282,Inconsistent Growth,0.55,6204,hsv,68.5
9.5,285,Lush Green,1.0,57442,onnx,68.0
9.5,285,Lush Green,1.0,20694,onnx,68.0
9.5,285,Lush Green,0.739,8190,onnx,68.0
9.5,285,Inconsistent Growth,0.71,13981,hsv,68.0
9.5,285,Drought / Severe Stress,0.65,99908,hsv,68.0
9.5,285,Lush Green,0.641,51334,hsv,68.0
9.5,285,Inconsistent Growth,0.557,6490,hsv,68.0
9.5,285,Inconsistent Growth,0.55,6802,hsv,68.0
9.6,288,Lush Green,1.0,55699,onnx,67.4
9.6,288,Lush Green,1.0,20228,onnx,67.4
9.6,288,Inconsistent Growth,0.744,12921,hsv,67.4
9.6,288,Lush Green,0.723,59242,onnx,67.4
9.6,288,Inconsistent Growth,0.632,6202,hsv,67.4
9.6,288,Drought / Severe Stress,0.585,103003,hsv,67.4
9.6,288,Inconsistent Growth,0.55,6631,hsv,67.4
9.7,291,Lush Green,1.0,51414,onnx,67.1
9.7,291,Lush Green,0.893,19472,onnx,67.1
9.7,291,Inconsistent Growth,0.868,12144,hsv,67.1
9.7,291,Lush Green,0.731,64270,hsv,67.1
9.7,291,Drought / Severe Stress,0.662,102321,hsv,67.1
9.7,291,Inconsistent Growth,0.624,6798,hsv,67.1
9.7,291,Inconsistent Growth,0.55,7760,hsv,67.1
9.8,294,Lush Green,0.947,67998,onnx,67.2
9.8,294,Lush Green,0.941,9921,onnx,67.2
9.8,294,Lush Green,0.852,8080,onnx,67.2
9.8,294,Inconsistent Growth,0.778,6992,hsv,67.2
9.8,294,Inconsistent Growth,0.745,11517,hsv,67.2
9.8,294,Drought / Severe Stress,0.699,103988,hsv,67.2
9.8,294,Lush Green,0.55,58153,hsv,67.2
9.8,294,Inconsistent Growth,0.55,5372,hsv,67.2
9.9,297,Inconsistent Growth,0.851,10634,hsv,67.2
9.9,297,Lush Green,0.838,7710,onnx,67.2
9.9,297,Lush Green,0.831,69526,onnx,67.2
9.9,297,Drought / Severe Stress,0.746,105218,hsv,67.2
9.9,297,Lush Green,0.716,7913,onnx,67.2
9.9,297,Lush Green,0.55,57357,hsv,67.2
9.9,297,Inconsistent Growth,0.55,5919,hsv,67.2
10.0,300,Lush Green,0.997,66046,onnx,67.0
10.0,300,Lush Green,0.842,7708,onnx,67.0
10.0,300,Inconsistent Growth,0.835,9941,hsv,67.0
10.0,300,Drought / Severe Stress,0.83,107958,hsv,67.0
10.0,300,Lush Green,0.681,7420,onnx,67.0
10.0,300,Lush Green,0.669,57856,hsv,67.0
10.0,300,Inconsistent Growth,0.592,5325,hsv,67.0
10.1,303,Lush Green,0.926,62959,onnx,66.8
10.1,303,Lush Green,0.868,7862,onnx,66.8
10.1,303,Lush Green,0.861,7399,onnx,66.8
10.1,303,Drought / Severe Stress,0.843,105893,hsv,66.8
10.1,303,Inconsistent Growth,0.761,9473,hsv,66.8
10.1,303,Inconsistent Growth,0.708,7089,hsv,66.8
10.1,303,Lush Green,0.55,58264,hsv,66.8
10.2,306,Lush Green,0.913,8080,onnx,66.6
10.2,306,Lush Green,0.801,7052,onnx,66.6
10.2,306,Drought / Severe Stress,0.785,109608,hsv,66.6
10.2,306,Inconsistent Growth,0.777,6576,hsv,66.6
10.2,306,Lush Green,0.74,60040,hsv,66.6
10.2,306,Inconsistent Growth,0.72,8547,hsv,66.6
10.2,306,Lush Green,0.718,62796,onnx,66.6
10.3,309,Lush Green,0.997,64960,onnx,66.8
10.3,309,Lush Green,0.956,7825,onnx,66.8
10.3,309,Drought / Severe Stress,0.877,98133,hsv,66.8
10.3,309,Lush Green,0.805,7454,onnx,66.8
10.3,309,Lush Green,0.567,54278,hsv,66.8
10.3,309,Inconsistent Growth,0.55,18594,hsv,66.8
10.4,312,Lush Green,1.0,62449,onnx,66.8
10.4,312,Lush Green,0.949,7711,onnx,66.8
10.4,312,Drought / Severe Stress,0.825,100564,hsv,66.8
10.4,312,Inconsistent Growth,0.768,17392,hsv,66.8
10.4,312,Lush Green,0.736,7447,onnx,66.8
10.4,312,Lush Green,0.705,57476,onnx,66.8
10.4,312,Inconsistent Growth,0.55,5974,hsv,66.8
10.5,315,Lush Green,1.0,63870,onnx,66.9
10.5,315,Lush Green,0.865,5388,onnx,66.9
10.5,315,Lush Green,0.859,7274,onnx,66.9
10.5,315,Drought / Severe Stress,0.763,100415,hsv,66.9
10.5,315,Lush Green,0.55,56957,hsv,66.9
10.5,315,Inconsistent Growth,0.55,18139,hsv,66.9
10.6,318,Lush Green,1.0,61070,onnx,66.6
10.6,318,Lush Green,0.911,6662,onnx,66.6
10.6,318,Lush Green,0.893,8190,onnx,66.6
10.6,318,Drought / Severe Stress,0.868,98123,hsv,66.6
10.6,318,Lush Green,0.76,55993,onnx,66.6
10.6,318,Drought / Severe Stress,0.711,4184,hsv,66.6
10.6,318,Inconsistent Growth,0.626,17307,hsv,66.6
10.6,318,Inconsistent Growth,0.55,4222,hsv,66.6
10.7,321,Lush Green,1.0,59054,onnx,66.4
10.7,321,Drought / Severe Stress,0.913,98466,hsv,66.4
10.7,321,Lush Green,0.834,6834,onnx,66.4
10.7,321,Inconsistent Growth,0.821,15788,hsv,66.4
10.7,321,Lush Green,0.758,7088,onnx,66.4
10.7,321,Lush Green,0.65,55827,hsv,66.4
10.7,321,Drought / Severe Stress,0.642,4406,hsv,66.4
10.8,324,Lush Green,1.0,63955,onnx,66.6
10.8,324,Lush Green,1.0,8203,onnx,66.6
10.8,324,Inconsistent Growth,0.886,14245,hsv,66.6
10.8,324,Drought / Severe Stress,0.855,101313,hsv,66.6
10.8,324,Lush Green,0.794,7286,onnx,66.6
10.8,324,Lush Green,0.569,55399,hsv,66.6
10.9,327,Lush Green,1.0,63197,onnx,66.5
10.9,327,Lush Green,0.963,7149,onnx,66.5
10.9,327,Lush Green,0.844,7990,onnx,66.5
10.9,327,Drought / Severe Stress,0.841,103920,hsv,66.5
10.9,327,Inconsistent Growth,0.604,8714,hsv,66.5
10.9,327,Lush Green,0.55,53298,hsv,66.5
10.9,327,Inconsistent Growth,0.55,5578,hsv,66.5
11.0,330,Lush Green,0.992,61386,onnx,66.1
11.0,330,Lush Green,0.964,54175,onnx,66.1
11.0,330,Lush Green,0.891,7487,onnx,66.1
11.0,330,Drought / Severe Stress,0.83,105868,hsv,66.1
11.0,330,Lush Green,0.806,7373,onnx,66.1
11.0,330,Inconsistent Growth,0.794,14385,hsv,66.1
11.0,330,Inconsistent Growth,0.55,8546,hsv,66.1
11.1,333,Lush Green,1.0,60222,onnx,65.5
11.1,333,Lush Green,0.976,6852,onnx,65.5
11.1,333,Drought / Severe Stress,0.88,109528,hsv,65.5
11.1,333,Lush Green,0.88,6648,onnx,65.5
11.1,333,Lush Green,0.824,52354,onnx,65.5
11.1,333,Inconsistent Growth,0.689,5153,onnx,65.5
11.1,333,Inconsistent Growth,0.658,6264,onnx,65.5
11.1,333,Inconsistent Growth,0.55,5809,hsv,65.5
11.2,336,Lush Green,1.0,58408,onnx,65.0
11.2,336,Lush Green,0.929,51555,onnx,65.0
11.2,336,Drought / Severe Stress,0.869,109897,hsv,65.0
11.2,336,Lush Green,0.78,5737,onnx,65.0
11.2,336,Lush Green,0.766,6602,onnx,65.0
11.2,336,Inconsistent Growth,0.564,5339,hsv,65.0
11.2,336,Inconsistent Growth,0.559,5403,hsv,65.0
11.3,339,Lush Green,1.0,61719,onnx,65.1
11.3,339,Drought / Severe Stress,0.942,102483,hsv,65.1
11.3,339,Lush Green,0.91,56153,onnx,65.1
11.3,339,Lush Green,0.824,6840,onnx,65.1
11.3,339,Inconsistent Growth,0.75,14117,hsv,65.1
11.3,339,Inconsistent Growth,0.55,5122,hsv,65.1
11.4,342,Lush Green,1.0,57330,onnx,65.0
11.4,342,Drought / Severe Stress,0.939,105609,hsv,65.0
11.4,342,Lush Green,0.901,5350,onnx,65.0
11.4,342,Lush Green,0.864,56236,onnx,65.0
11.4,342,Inconsistent Growth,0.689,11725,hsv,65.0
11.4,342,Lush Green,0.55,4563,hsv,65.0
11.5,345,Lush Green,1.0,57364,onnx,64.2
11.5,345,Drought / Severe Stress,0.956,105143,hsv,64.2
11.5,345,Inconsistent Growth,0.734,11787,hsv,64.2
11.5,345,Lush Green,0.55,52155,hsv,64.2
11.5,345,Inconsistent Growth,0.55,4339,hsv,64.2
11.6,348,Lush Green,1.0,55534,onnx,63.5
11.6,348,Drought / Severe Stress,0.957,107675,hsv,63.5
11.6,348,Inconsistent Growth,0.665,11401,hsv,63.5
11.6,348,Lush Green,0.581,4670,hsv,63.5
11.6,348,Lush Green,0.55,47631,hsv,63.5
11.7,351,Drought / Severe Stress,0.973,105334,hsv,63.0
11.7,351,Lush Green,0.913,55744,onnx,63.0
11.7,351,Lush Green,0.837,44366,onnx,63.0
11.7,351,Inconsistent Growth,0.787,11004,hsv,63.0
11.7,351,Lush Green,0.55,4763,hsv,63.0
11.8,354,Lush Green,1.0,63081,onnx,63.2
11.8,354,Drought / Severe Stress,0.893,104422,hsv,63.2
11.8,354,Inconsistent Growth,0.81,11091,hsv,63.2
11.8,354,Lush Green,0.579,49459,hsv,63.2
11.9,357,Lush Green,0.99,63125,onnx,63.6
11.9,357,Drought / Severe Stress,0.924,99796,hsv,63.6
11.9,357,Inconsistent Growth,0.763,13082,hsv,63.6
11.9,357,Lush Green,0.708,46428,onnx,63.6
11.9,357,Lush Green,0.665,4163,hsv,63.6
12.0,360,Drought / Severe Stress,0.926,99636,hsv,63.7
12.0,360,Lush Green,0.894,45488,onnx,63.7
12.0,360,Lush Green,0.803,64207,onnx,63.7
12.0,360,Inconsistent Growth,0.785,12085,hsv,63.7
12.1,363,Lush Green,1.0,62190,onnx,63.7
12.1,363,Drought / Severe Stress,0.961,92170,hsv,63.7
12.1,363,Lush Green,0.95,45900,onnx,63.7
12.1,363,Drought / Severe Stress,0.792,4244,hsv,63.7
12.1,363,Inconsistent Growth,0.741,12639,hsv,63.7
12.1,363,Inconsistent Growth,0.55,4598,hsv,63.7
12.2,366,Lush Green,1.0,61545,onnx,64.1
12.2,366,Lush Green,0.957,44993,onnx,64.1
12.2,366,Drought / Severe Stress,0.954,89798,hsv,64.1
12.2,366,Inconsistent Growth,0.755,13063,hsv,64.1
12.2,366,Inconsistent Growth,0.55,6650,hsv,64.1
12.3,369,Lush Green,1.0,61351,onnx,64.3
12.3,369,Drought / Severe Stress,0.922,86220,hsv,64.3
12.3,369,Lush Green,0.874,44847,onnx,64.3
12.3,369,Drought / Severe Stress,0.858,4204,hsv,64.3
12.3,369,Inconsistent Growth,0.635,10838,hsv,64.3
12.3,369,Inconsistent Growth,0.577,6642,hsv,64.3
12.4,372,Lush Green,1.0,61039,onnx,65.2
12.4,372,Drought / Severe Stress,0.901,76375,hsv,65.2
12.4,372,Lush Green,0.861,45880,onnx,65.2
12.4,372,Inconsistent Growth,0.794,5751,hsv,65.2
12.4,372,Inconsistent Growth,0.661,8022,hsv,65.2
12.4,372,Inconsistent Growth,0.597,4212,hsv,65.2
12.4,372,Inconsistent Growth,0.55,8216,hsv,65.2
12.5,375,Lush Green,1.0,62228,onnx,65.5
12.5,375,Drought / Severe Stress,0.904,81265,hsv,65.5
12.5,375,Lush Green,0.835,41678,onnx,65.5
12.5,375,Inconsistent Growth,0.666,5643,hsv,65.5
12.5,375,Inconsistent Growth,0.634,7802,hsv,65.5
12.5,375,Inconsistent Growth,0.55,6424,hsv,65.5
12.6,378,Lush Green,1.0,62247,onnx,65.4
12.6,378,Drought / Severe Stress,0.935,81023,hsv,65.4
12.6,378,Inconsistent Growth,0.933,12232,hsv,65.4
12.6,378,Lush Green,0.899,41494,onnx,65.4
12.6,378,Inconsistent Growth,0.648,9683,hsv,65.4
12.6,378,Inconsistent Growth,0.593,8957,hsv,65.4
12.7,381,Lush Green,0.975,44577,onnx,65.5
12.7,381,Inconsistent Growth,0.95,12405,hsv,65.5
12.7,381,Drought / Severe Stress,0.942,78888,hsv,65.5
12.7,381,Lush Green,0.918,60849,onnx,65.5
12.7,381,Inconsistent Growth,0.706,7280,hsv,65.5
12.7,381,Inconsistent Growth,0.62,11367,hsv,65.5
12.7,381,Inconsistent Growth,0.571,7378,hsv,65.5
12.8,384,Lush Green,0.972,61171,onnx,66.5
12.8,384,Inconsistent Growth,0.899,12980,hsv,66.5
12.8,384,Drought / Severe Stress,0.886,69938,hsv,66.5
12.8,384,Lush Green,0.857,46180,onnx,66.5
12.8,384,Inconsistent Growth,0.614,10446,hsv,66.5
12.8,384,Inconsistent Growth,0.55,5549,hsv,66.5
12.9,387,Lush Green,1.0,59709,onnx,67.5
12.9,387,Lush Green,0.947,46233,onnx,67.5
12.9,387,Drought / Severe Stress,0.833,71086,hsv,67.5
12.9,387,Inconsistent Growth,0.801,10633,hsv,67.5
12.9,387,Inconsistent Growth,0.647,5922,hsv,67.5
12.9,387,Lush Green,0.579,4802,hsv,67.5
13.0,390,Lush Green,1.0,57449,onnx,68.3
13.0,390,Lush Green,0.988,48870,onnx,68.3
13.0,390,Inconsistent Growth,0.884,11210,hsv,68.3
13.0,390,Drought / Severe Stress,0.869,65243,hsv,68.3
13.0,390,Inconsistent Growth,0.794,13900,hsv,68.3
13.0,390,Inconsistent Growth,0.779,6225,hsv,68.3
13.0,390,Lush Green,0.55,4952,hsv,68.3
13.1,393,Lush Green,0.969,46248,onnx,69.0
13.1,393,Inconsistent Growth,0.951,9995,hsv,69.0
13.1,393,Lush Green,0.906,52957,onnx,69.0
13.1,393,Drought / Severe Stress,0.876,60561,hsv,69.0
13.1,393,Inconsistent Growth,0.836,13227,hsv,69.0
13.1,393,Lush Green,0.55,5353,hsv,69.0
13.2,396,Lush Green,0.958,44879,onnx,69.5
13.2,396,Inconsistent Growth,0.933,11037,hsv,69.5
13.2,396,Drought / Severe Stress,0.887,49703,hsv,69.5
13.2,396,Drought / Severe Stress,0.828,4938,hsv,69.5
13.2,396,Inconsistent Growth,0.824,18607,hsv,69.5
13.2,396,Lush Green,0.602,52779,hsv,69.5
13.2,396,Lush Green,0.598,4709,hsv,69.5
13.2,396,Inconsistent Growth,0.55,4282,hsv,69.5
13.3,399,Lush Green,0.995,42900,onnx,70.7
13.3,399,Inconsistent Growth,0.895,9955,hsv,70.7
13.3,399,Drought / Severe Stress,0.892,46145,hsv,70.7
13.3,399,Inconsistent Growth,0.867,18594,hsv,70.7
13.3,399,Lush Green,0.826,53120,onnx,70.7
13.3,399,Lush Green,0.617,4914,hsv,70.7
13.4,402,Inconsistent Growth,0.986,5104,hsv,71.1
13.4,402,Lush Green,0.949,39457,onnx,71.1
13.4,402,Inconsistent Growth,0.911,19032,hsv,71.1
13.4,402,Drought / Severe Stress,0.904,45806,hsv,71.1
13.4,402,Inconsistent Growth,0.881,8242,hsv,71.1
13.4,402,Lush Green,0.55,55128,hsv,71.1
13.5,405,Lush Green,0.954,55066,onnx,71.2
13.5,405,Lush Green,0.886,39391,onnx,71.2
13.5,405,Drought / Severe Stress,0.863,46946,hsv,71.2
13.5,405,Inconsistent Growth,0.86,20274,hsv,71.2
13.5,405,Inconsistent Growth,0.82,7646,hsv,71.2
13.5,405,Inconsistent Growth,0.55,4427,hsv,71.2
13.6,408,Lush Green,1.0,60274,onnx,72.0
13.6,408,Lush Green,0.916,37767,onnx,72.0
13.6,408,Drought / Severe Stress,0.886,41254,hsv,72.0
13.6,408,Inconsistent Growth,0.868,21603,hsv,72.0
13.6,408,Inconsistent Growth,0.55,4689,hsv,72.0
13.6,408,Inconsistent Growth,0.55,4325,hsv,72.0
13.7,411,Lush Green,0.93,36320,onnx,72.4
13.7,411,Inconsistent Growth,0.921,8474,hsv,72.4
13.7,411,Inconsistent Growth,0.91,19598,hsv,72.4
13.7,411,Drought / Severe Stress,0.888,38063,hsv,72.4
13.7,411,Lush Green,0.84,57272,onnx,72.4
13.7,411,Inconsistent Growth,0.835,5648,hsv,72.4
13.7,411,Inconsistent Growth,0.556,4319,hsv,72.4
13.8,414,Lush Green,0.945,37973,onnx,74.5
13.8,414,Lush Green,0.932,63206,onnx,74.5
13.8,414,Drought / Severe Stress,0.835,30379,hsv,74.5
13.8,414,Inconsistent Growth,0.793,5159,hsv,74.5
13.8,414,Inconsistent Growth,0.7,5785,hsv,74.5
13.8,414,Lush Green,0.55,4227,hsv,74.5
13.8,414,Inconsistent Growth,0.55,17173,hsv,74.5
13.9,417,Lush Green,1.0,61398,onnx,75.9
13.9,417,Inconsistent Growth,0.902,6329,hsv,75.9
13.9,417,Drought / Severe Stress,0.874,28239,hsv,75.9
13.9,417,Lush Green,0.565,42939,hsv,75.9
13.9,417,Lush Green,0.55,5027,hsv,75.9
13.9,417,Inconsistent Growth,0.55,17872,hsv,75.9
13.9,417,Inconsistent Growth,0.55,6373,hsv,75.9
13.9,417,Inconsistent Growth,0.55,4316,hsv,75.9
